Country,Price,Size,Marketplace,Reference,Moy_prix_by_size
Ariana,359520.0,171.0,Jumia TN,L-TN-00132317,2102.4561403508774
Sousse,168000.0,130.0,Jumia TN,L-TN-00156932,1292.3076923076924
Djerba,170000.0,80.0,Jumia TN,L-TN-00060856,2125.0
Sousse,170000.0,103.0,Jumia TN,L-TN-00142160,1650.485436893204
Banlieue Nord,530000.0,177.0,Jumia TN,L-TN-00120925,2994.3502824858756
Ariana,215000.0,90.0,Jumia TN,L-TN-00171924,2388.8888888888887
Sousse,550000.0,151.0,Jumia TN,L-TN-00148943,3642.384105960265
Ben arous,250000.0,150.0,Jumia TN,L-TN-00146404,1666.6666666666667
Ben arous,236000.0,141.0,Tayara TN,2220be5b-447c-4654-99a3-baba44753db4,1673.758865248227
Ariana,293000.0,118.0,Jumia TN,L-TN-00127523,2483.0508474576272
Sousse,89000.0,60.0,Jumia TN,L-TN-00142280,1483.3333333333333
Ariana,75000.0,50.0,Jumia TN,L-TN-00153673,1500.0
Banlieue Nord,560000.0,140.0,Jumia TN,L-TN-00144694,4000.0
Banlieue Nord,115000.0,50.0,Jumia TN,L-TN-00170570,2300.0
Sousse,260000.0,137.0,Jumia TN,L-TN-00150488,1897.8102189781023
Sousse,420000.0,114.0,Jumia TN,L-TN-00103092,3684.2105263157896
Banlieue Nord,270000.0,104.0,Jumia TN,L-TN-00143648,2596.153846153846
Ariana,130000.0,113.0,Jumia TN,L-TN-00148888,1150.4424778761063
Ariana,250000.0,111.0,Jumia TN,L-TN-00155919,2252.252252252252
Ariana,110000.0,100.0,Jumia TN,L-TN-00154231,1100.0
Nabeul,260000.0,125.0,Jumia TN,L-TN-00158253,2080.0
Banlieue Nord,435000.0,136.0,Jumia TN,L-TN-00121805,3198.529411764706
Ariana,255000.0,120.0,Jumia TN,L-TN-00154348,2125.0
Nabeul,320000.0,120.0,Jumia TN,L-TN-00165128,2666.6666666666665
Banlieue Nord,262661.0,167.0,Jumia TN,L-TN-00154274,1572.820359281437
Ariana,183000.0,147.0,Jumia TN,L-TN-00149353,1244.8979591836735
Ariana,198000.0,130.0,Jumia TN,L-TN-00172020,1523.076923076923
Ariana,85680.0,51.0,Jumia TN,L-TN-00149557,1680.0
Banlieue Nord,440000.0,126.0,Jumia TN,L-TN-00154110,3492.063492063492
Ariana,257000.0,136.0,Jumia TN,L-TN-00154211,1889.7058823529412
Banlieue Nord,225000.0,103.0,Jumia TN,L-TN-00158086,2184.4660194174758
Banlieue Nord,700000.0,150.0,Jumia TN,L-TN-00126470,4666.666666666667
Banlieue Nord,262661.0,167.0,Jumia TN,L-TN-00154346,1572.820359281437
Sousse,113000.0,63.0,Tayara TN,0009bad4-3b43-4d30-8e84-ff5014621bbe,1793.6507936507937
Ariana,159000.0,70.0,Jumia TN,L-TN-00154311,2271.4285714285716
Sousse,190000.0,116.0,Jumia TN,L-TN-00135007,1637.9310344827586
Nabeul,240000.0,100.0,Jumia TN,L-TN-00164656,2400.0
Banlieue Nord,977000.0,355.0,Jumia TN,L-TN-00105938,2752.112676056338
Banlieue Nord,690000.0,2.0,Jumia TN,L-TN-00067080,345000.0
Ariana,258000.0,136.0,Jumia TN,L-TN-00104846,1897.0588235294117
Ariana,2500.0,228.0,Jumia TN,L-TN-00148306,10.964912280701755
Banlieue Nord,280000.0,2.0,Jumia TN,L-TN-00131989,140000.0
Nabeul,300000.0,120.0,Jumia TN,L-TN-00099279,2500.0
Banlieue Nord,406000.0,170.0,Jumia TN,L-TN-00158078,2388.235294117647
Sousse,700000.0,250.0,Jumia TN,L-TN-00113371,2800.0
Nabeul,98000.0,80.0,Jumia TN,L-TN-00143402,1225.0
Ariana,260000.0,130.0,Jumia TN,L-TN-00113935,2000.0
Sousse,165000.0,70.0,Tayara TN,2064941d-97ed-4596-af3b-54208e8b1fb7,2357.1428571428573
Ben arous,185000.0,118.0,Jumia TN,L-TN-00124806,1567.7966101694915
Banlieue Nord,190000.0,107.0,Jumia TN,L-TN-00131060,1775.7009345794393
Ariana,600000.0,310.0,Jumia TN,L-TN-00153779,1935.483870967742
Banlieue Nord,270000.0,147.0,Jumia TN,L-TN-00170574,1836.734693877551
Sousse,152550.0,100.0,Jumia TN,L-TN-00150440,1525.5
Ben arous,80000.0,80.0,Jumia TN,L-TN-00127076,1000.0
Ariana,155000.0,90.0,Jumia TN,L-TN-00114681,1722.2222222222222
Banlieue Nord,468000.0,234.0,Jumia TN,L-TN-00087993,2000.0
Banlieue Nord,650000.0,230.0,Jumia TN,L-TN-00120699,2826.086956521739
Banlieue Nord,1600.0,2.0,Jumia TN,L-TN-00134364,800.0
Nabeul,250000.0,130.0,Jumia TN,L-TN-00155817,1923.076923076923
Ben arous,75000.0,82.0,Jumia TN,L-TN-00114706,914.6341463414634
Ariana,317000.0,121.0,Jumia TN,L-TN-00129064,2619.8347107438017
Banlieue Nord,420000.0,150.0,Jumia TN,L-TN-00146983,2800.0
Sousse,222750.0,135.0,Jumia TN,L-TN-00139600,1650.0
Sousse,198000.0,124.0,Jumia TN,L-TN-00155377,1596.774193548387
Ariana,183000.0,147.0,Jumia TN,L-TN-00151014,1244.8979591836735
Banlieue Nord,405000.0,153.0,Jumia TN,L-TN-00152615,2647.0588235294117
Banlieue Nord,550000.0,2.0,Jumia TN,L-TN-00067764,275000.0
Banlieue Nord,280000.0,120.0,Jumia TN,L-TN-00173136,2333.3333333333335
Nabeul,200000.0,110.0,Jumia TN,L-TN-00165319,1818.1818181818182
Banlieue Nord,350000.0,130.0,Jumia TN,L-TN-00127070,2692.3076923076924
Banlieue Nord,300000.0,90.0,Jumia TN,L-TN-00089142,3333.3333333333335
Sousse,200000.0,110.0,Jumia TN,L-TN-00153631,1818.1818181818182
Banlieue Nord,410000.0,200.0,Jumia TN,L-TN-00126531,2050.0
Ariana,89000.0,53.0,Jumia TN,L-TN-00154152,1679.245283018868
Sousse,210000.0,108.0,Jumia TN,L-TN-00166500,1944.4444444444443
Nabeul,125000.0,120.0,Jumia TN,L-TN-00165389,1041.6666666666667
Banlieue Nord,177000.0,90.0,Jumia TN,L-TN-00163539,1966.6666666666667
Sfax,155.0,119.0,Tayara TN,eaded049-01c0-4291-873e-779590b5f724,1.3025210084033614
Ariana,196610.0,110.0,Jumia TN,L-TN-00153124,1787.3636363636363
Ben arous,250000.0,158.0,Jumia TN,L-TN-00147191,1582.2784810126582
Sousse,190000.0,116.0,Jumia TN,L-TN-00166520,1637.9310344827586
Sousse,280000.0,60.0,Jumia TN,L-TN-00115355,4666.666666666667
Nabeul,220000.0,100.0,Jumia TN,L-TN-00120330,2200.0
Nabeul,145000.0,58.0,Jumia TN,L-TN-00163767,2500.0
Sousse,950.0,160.0,Jumia TN,L-TN-00115412,5.9375
Sousse,380000.0,150.0,Jumia TN,L-TN-00105952,2533.3333333333335
Nabeul,160000.0,67.0,Jumia TN,L-TN-00148895,2388.0597014925374
Banlieue Nord,350000.0,2.0,Jumia TN,L-TN-00067106,175000.0
Nabeul,341942.0,149.0,Jumia TN,L-TN-00152825,2294.912751677852
Sousse,260000.0,137.0,Jumia TN,L-TN-00150568,1897.8102189781023
Sousse,250000.0,158.0,Jumia TN,L-TN-00112958,1582.2784810126582
Nabeul,125000.0,65.0,Jumia TN,L-TN-00155292,1923.076923076923
Ben arous,155000.0,100.0,Jumia TN,L-TN-00148064,1550.0
Sousse,244000.0,111.0,Jumia TN,L-TN-00161860,2198.198198198198
Sousse,120000.0,75.0,Jumia TN,L-TN-00170211,1600.0
Banlieue Nord,110000.0,57.0,Jumia TN,L-TN-00171163,1929.8245614035088
Sfax,95.0,102.0,Tayara TN,f0ac5c59-65b3-4711-9053-243f6df5a304,0.9313725490196079
Sousse,195000.0,90.0,Jumia TN,L-TN-00161390,2166.6666666666665
Ariana,250000.0,104.0,Jumia TN,L-TN-00154880,2403.846153846154
Ariana,225400.0,130.0,Jumia TN,L-TN-00149647,1733.8461538461538
Mahdia,225000.0,130.0,Jumia TN,L-TN-00171022,1730.7692307692307
Sousse,190000.0,47.0,Jumia TN,L-TN-00120443,4042.553191489362
Banlieue Nord,282350.0,100.0,Jumia TN,L-TN-00136384,2823.5
Ariana,299000.0,140.0,Jumia TN,L-TN-00171988,2135.714285714286
Ariana,293000.0,144.0,Jumia TN,L-TN-00150511,2034.7222222222222
Nabeul,185000.0,75.0,Jumia TN,L-TN-00145152,2466.6666666666665
Banlieue Nord,450000.0,150.0,Jumia TN,L-TN-00162445,3000.0
Tunis,55000.0,67.0,Tayara TN,c1941e48-ed18-415c-be6f-ead8ba209205,820.8955223880597
Monastir,60.0,60.0,Tayara TN,6be5c990-c4cc-40a6-bb53-152f8be84f90,1.0
Banlieue Nord,950000.0,2.0,Jumia TN,L-TN-00106997,475000.0
Banlieue Nord,692000.0,236.0,Jumia TN,L-TN-00149807,2932.2033898305085
Banlieue Nord,215000.0,2.0,Jumia TN,L-TN-00106992,107500.0
Banlieue Nord,330000.0,2.0,Jumia TN,L-TN-00133040,165000.0
Sousse,185000.0,100.0,Jumia TN,L-TN-00159128,1850.0
Ariana,328960.0,132.0,Jumia TN,L-TN-00132418,2492.121212121212
Banlieue Nord,780000.0,2.0,Jumia TN,L-TN-00134845,390000.0
Nabeul,55000.0,40.0,Jumia TN,L-TN-00093871,1375.0
Ariana,89000.0,53.0,Jumia TN,L-TN-00154162,1679.245283018868
Ariana,205000.0,105.0,Jumia TN,L-TN-00154244,1952.3809523809523
Sfax,90.0,120.0,Tayara TN,9251b187-59ef-4d5a-965a-df92a5b12408,0.75
Ben arous,160000.0,95.0,Jumia TN,L-TN-00134296,1684.2105263157894
Nabeul,170000.0,110.0,Jumia TN,L-TN-00144939,1545.4545454545455
Ariana,315000.0,175.0,Jumia TN,L-TN-00149142,1800.0
Nabeul,450000.0,180.0,Jumia TN,L-TN-00122011,2500.0
Nabeul,220000.0,100.0,Jumia TN,L-TN-00164726,2200.0
Sousse,240000.0,140.0,Jumia TN,L-TN-00137194,1714.2857142857142
Sousse,650.0,150.0,Jumia TN,L-TN-00142736,4.333333333333333
Sousse,180000.0,100.0,Jumia TN,L-TN-00135346,1800.0
Banlieue Nord,170000.0,71.0,Jumia TN,L-TN-00126515,2394.3661971830984
Sousse,160000.0,122.0,Jumia TN,L-TN-00161635,1311.4754098360656
Ariana,87000.0,50.0,Jumia TN,L-TN-00153437,1740.0
Nabeul,380000.0,107.0,Jumia TN,L-TN-00126493,3551.4018691588785
Sousse,125000.0,50.0,Jumia TN,L-TN-00159086,2500.0
Mahdia,550000.0,250.0,Jumia TN,L-TN-00171005,2200.0
Ariana,230000.0,120.0,Jumia TN,L-TN-00172949,1916.6666666666667
Banlieue Nord,500000.0,236.0,Jumia TN,L-TN-00170927,2118.64406779661
Banlieue Nord,215000.0,102.0,Jumia TN,L-TN-00159868,2107.843137254902
Sousse,4000.0,111.0,Jumia TN,L-TN-00149700,36.03603603603604
Nabeul,300000.0,65.0,Jumia TN,L-TN-00161501,4615.384615384615
Sousse,89000.0,60.0,Jumia TN,L-TN-00153530,1483.3333333333333
Banlieue Nord,360000.0,130.0,Jumia TN,L-TN-00170513,2769.230769230769
Sousse,1700000.0,1000.0,Jumia TN,L-TN-00130114,1700.0
Ariana,206000.0,118.0,Jumia TN,L-TN-00158693,1745.7627118644068
Ariana,110000.0,70.0,Tayara TN,47428d9e-2de5-4343-88a2-014fc0651c84,1571.4285714285713
Ben arous,162000.0,98.0,Jumia TN,L-TN-00115389,1653.061224489796
Sousse,1200000.0,820.0,Jumia TN,L-TN-00122672,1463.4146341463415
Ariana,550000.0,220.0,Tayara TN,dcbf4f70-2750-4b46-8773-b3681e5c1c50,2500.0
Banlieue Nord,450000.0,146.0,Jumia TN,L-TN-00169491,3082.1917808219177
Sousse,72000.0,50.0,Jumia TN,L-TN-00140088,1440.0
Banlieue Nord,850000.0,240.0,Jumia TN,L-TN-00149881,3541.6666666666665
Banlieue Nord,470000.0,147.0,Jumia TN,L-TN-00141868,3197.278911564626
Banlieue Nord,2500.0,2.0,Jumia TN,L-TN-00138826,1250.0
Nabeul,580000.0,450.0,Jumia TN,L-TN-00101708,1288.888888888889
Bizerte,280000.0,135.0,Jumia TN,L-TN-00133028,2074.074074074074
Ben arous,190000.0,113.0,Tayara TN,4f071899-3f44-4d45-a5c3-32d630003ea4,1681.41592920354
Ariana,600000.0,230.0,Jumia TN,L-TN-00112118,2608.695652173913
Ben arous,150000.0,101.0,Jumia TN,L-TN-00128343,1485.148514851485
Ariana,99000.0,60.0,Jumia TN,L-TN-00152523,1650.0
Ariana,350.0,150.0,Tayara TN,1a12f0a7-286b-469f-9173-db3ecc890300,2.3333333333333335
Banlieue Nord,465000.0,141.0,Jumia TN,L-TN-00111422,3297.872340425532
Nabeul,450000.0,140.0,Jumia TN,L-TN-00140085,3214.285714285714
Sousse,322000.0,119.0,Jumia TN,L-TN-00140509,2705.8823529411766
Banlieue Nord,129975.0,52.0,Jumia TN,L-TN-00147637,2499.519230769231
Banlieue Nord,180000.0,100.0,Jumia TN,L-TN-00102422,1800.0
Sfax,300.0,169.0,Tayara TN,ae6ee512-51f9-425d-b619-c77f1c640c67,1.7751479289940828
Sousse,260000.0,137.0,Jumia TN,L-TN-00171437,1897.8102189781023
Nabeul,158500.0,65.0,Jumia TN,L-TN-00163772,2438.4615384615386
Ben arous,155000.0,128.0,Jumia TN,L-TN-00126904,1210.9375
Banlieue Nord,490000.0,2.0,Jumia TN,L-TN-00105794,245000.0
,15.0,15.0,Tayara TN,ab2e665e-ec0d-4912-a43a-e7a881b70a50,1.0
Banlieue Nord,297000.0,91.0,Jumia TN,L-TN-00143562,3263.736263736264
Sousse,380000.0,400.0,Jumia TN,L-TN-00167278,950.0
Banlieue Nord,300000.0,99.0,Jumia TN,L-TN-00150539,3030.3030303030305
Sousse,190000.0,144.0,Jumia TN,L-TN-00167289,1319.4444444444443
Banlieue Nord,690000.0,210.0,Jumia TN,L-TN-00142352,3285.714285714286
Sousse,222000.0,101.0,Jumia TN,L-TN-00153528,2198.019801980198
Banlieue Nord,350000.0,140.0,Jumia TN,L-TN-00131940,2500.0
Ariana,257000.0,136.0,Jumia TN,L-TN-00153407,1889.7058823529412
Banlieue Nord,320000.0,95.0,Jumia TN,L-TN-00174531,3368.4210526315787
Banlieue Nord,660000.0,241.0,Jumia TN,L-TN-00170903,2738.589211618257
Nabeul,320000.0,149.0,Jumia TN,L-TN-00165346,2147.6510067114095
Ariana,433000.0,166.0,Jumia TN,L-TN-00129074,2608.4337349397592
Banlieue Nord,295000.0,148.0,Jumia TN,L-TN-00170572,1993.2432432432433
Ariana,258230.0,149.0,Jumia TN,L-TN-00153353,1733.0872483221476
Banlieue Nord,630000.0,214.0,Jumia TN,L-TN-00148684,2943.92523364486
Ben arous,220000.0,142.0,Jumia TN,L-TN-00128347,1549.2957746478874
Banlieue Nord,205000.0,105.0,Jumia TN,L-TN-00155263,1952.3809523809523
Ariana,429300.0,159.0,Jumia TN,L-TN-00149769,2700.0
Nabeul,115000.0,135.0,Jumia TN,L-TN-00149442,851.8518518518518
Nabeul,315573.0,143.0,Jumia TN,L-TN-00152811,2206.804195804196
Banlieue Nord,178000.0,105.0,Jumia TN,L-TN-00149332,1695.2380952380952
Banlieue Nord,330000.0,1500.0,Jumia TN,L-TN-00146604,220.0
Banlieue Nord,1200000.0,2.0,Jumia TN,L-TN-00067151,600000.0
Banlieue Nord,270000.0,170.0,Jumia TN,L-TN-00163673,1588.235294117647
Nabeul,205000.0,97.0,Jumia TN,L-TN-00167110,2113.40206185567
Ben arous,215000.0,100.0,Jumia TN,L-TN-00163493,2150.0
Ariana,440000.0,162.0,Jumia TN,L-TN-00120790,2716.0493827160494
Nabeul,650000.0,160.0,Jumia TN,L-TN-00144970,4062.5
Jendouba,77000000.0,82.0,Jumia TN,L-TN-00114634,939024.3902439025
Sousse,360000.0,90.0,Jumia TN,L-TN-00155681,4000.0
Banlieue Nord,445000.0,177.0,Jumia TN,L-TN-00173433,2514.124293785311
Banlieue Nord,570000.0,150.0,Jumia TN,L-TN-00126521,3800.0
Banlieue Nord,245000.0,120.0,Jumia TN,L-TN-00149871,2041.6666666666667
Sousse,259000.0,130.0,Jumia TN,L-TN-00135543,1992.3076923076924
Banlieue Nord,252250.0,101.0,Jumia TN,L-TN-00147638,2497.5247524752476
Banlieue Nord,1350000.0,2.0,Jumia TN,L-TN-00107024,675000.0
Nabeul,180000.0,95.0,Jumia TN,L-TN-00145145,1894.7368421052631
Sousse,800000.0,150.0,Jumia TN,L-TN-00140822,5333.333333333333
Ariana,380000.0,180.0,Jumia TN,L-TN-00113864,2111.1111111111113
Nabeul,450000.0,350.0,Jumia TN,L-TN-00102568,1285.7142857142858
Ariana,198170.0,111.0,Jumia TN,L-TN-00152738,1785.3153153153153
Nabeul,60000.0,80.0,Jumia TN,L-TN-00145160,750.0
Banlieue Nord,670000.0,2.0,Jumia TN,L-TN-00124560,335000.0
Ariana,214550.0,123.0,Jumia TN,L-TN-00153332,1744.3089430894308
Ariana,85000.0,80.0,Jumia TN,L-TN-00149495,1062.5
Nabeul,180000.0,110.0,Jumia TN,L-TN-00145129,1636.3636363636363
Banlieue Nord,210000.0,163.0,Jumia TN,L-TN-00139030,1288.3435582822085
Sousse,490000.0,400.0,Jumia TN,L-TN-00107417,1225.0
Banlieue Nord,555000.0,199.0,Jumia TN,L-TN-00150033,2788.9447236180904
Sousse,285000.0,135.0,Jumia TN,L-TN-00161751,2111.1111111111113
Djerba,600000.0,450.0,Jumia TN,L-TN-00136462,1333.3333333333333
Ben arous,155000.0,128.0,Jumia TN,L-TN-00126192,1210.9375
Sousse,370000.0,145.0,Jumia TN,L-TN-00142610,2551.7241379310344
Sousse,230000.0,100.0,Jumia TN,L-TN-00172158,2300.0
Sousse,170000.0,103.0,Jumia TN,L-TN-00141050,1650.485436893204
Sousse,400000.0,141.0,Jumia TN,L-TN-00113638,2836.8794326241136
Sousse,226000.0,103.0,Jumia TN,L-TN-00149644,2194.1747572815534
Nabeul,270000.0,75.0,Jumia TN,L-TN-00140925,3600.0
Sousse,150000.0,135.0,Jumia TN,L-TN-00146897,1111.111111111111
Banlieue Nord,650000.0,2.0,Jumia TN,L-TN-00132067,325000.0
Sousse,180000.0,120.0,Jumia TN,L-TN-00135975,1500.0
Ariana,367400.0,167.0,Jumia TN,L-TN-00154583,2200.0
Ariana,196610.0,123.0,Jumia TN,L-TN-00153457,1598.4552845528456
Kef,125000.0,40.0,Tayara TN,65532680-f7c9-40c1-9d7a-eddf62969185,3125.0
Nabeul,220000.0,176.0,Jumia TN,L-TN-00161290,1250.0
Djerba,119000.0,55.0,Jumia TN,L-TN-00057436,2163.6363636363635
Sousse,250000.0,105.0,Jumia TN,L-TN-00135116,2380.9523809523807
Nabeul,240000.0,157.0,Jumia TN,L-TN-00165211,1528.6624203821657
Banlieue Nord,334400.0,152.0,Jumia TN,L-TN-00136503,2200.0
Sfax,75000.0,96.0,Tayara TN,45d6f11a-7bac-472f-83fe-009f9515a69b,781.25
Banlieue Nord,270000.0,2.0,Jumia TN,L-TN-00066983,135000.0
Sousse,145000.0,96.0,Jumia TN,L-TN-00155691,1510.4166666666667
Sfax,60000.0,64.0,Tayara TN,6f673070-04b5-4667-a78a-f0c65bce85c1,937.5
Banlieue Nord,364000.0,130.0,Jumia TN,L-TN-00136564,2800.0
Banlieue Nord,246000.0,75.0,Jumia TN,L-TN-00158403,3280.0
Nabeul,210000.0,85.0,Jumia TN,L-TN-00171073,2470.5882352941176
Sousse,320000.0,130.0,Jumia TN,L-TN-00163555,2461.5384615384614
Ariana,367400.0,167.0,Jumia TN,L-TN-00157298,2200.0
Banlieue Nord,280000.0,186.0,Jumia TN,L-TN-00170595,1505.3763440860216
Ariana,450000.0,179.0,Jumia TN,L-TN-00150538,2513.9664804469276
Banlieue Nord,200000.0,120.0,Jumia TN,L-TN-00147559,1666.6666666666667
Banlieue Nord,205000.0,105.0,Jumia TN,L-TN-00157454,1952.3809523809523
Sousse,180000.0,100.0,Jumia TN,L-TN-00137141,1800.0
Ben arous,950000.0,550.0,Jumia TN,L-TN-00114702,1727.2727272727273
Sfax,105.0,140.0,Tayara TN,2f363d22-5043-4e9a-80a2-68f8363d188c,0.75
Banlieue Nord,225000.0,96.0,Jumia TN,L-TN-00149768,2343.75
Sousse,750.0,100.0,Jumia TN,L-TN-00142237,7.5
Banlieue Nord,400000.0,2.0,Jumia TN,L-TN-00138607,200000.0
Ariana,222000.0,111.0,Jumia TN,L-TN-00132971,2000.0
Banlieue Nord,580000.0,204.0,Jumia TN,L-TN-00155054,2843.1372549019607
Ariana,260000.0,140.0,Tayara TN,53f9791e-cbad-4ab2-b445-740aee7fedb3,1857.142857142857
Banlieue Nord,339000.0,2.0,Jumia TN,L-TN-00107106,169500.0
Ben arous,85000.0,90.0,Jumia TN,L-TN-00132958,944.4444444444445
Banlieue Nord,340000.0,128.0,Jumia TN,L-TN-00101548,2656.25
Ben arous,103000.0,105.0,Jumia TN,L-TN-00157207,980.952380952381
Ariana,385000.0,159.0,Jumia TN,L-TN-00123924,2421.383647798742
Banlieue Nord,905000.0,411.0,Jumia TN,L-TN-00140157,2201.9464720194646
Nabeul,257000.0,123.0,Jumia TN,L-TN-00171072,2089.430894308943
Ariana,211190.0,121.0,Jumia TN,L-TN-00153576,1745.3719008264463
Ariana,250000.0,104.0,Jumia TN,L-TN-00147141,2403.846153846154
Nabeul,260000.0,125.0,Jumia TN,L-TN-00168841,2080.0
Sousse,270000.0,150.0,Jumia TN,L-TN-00148443,1800.0
Banlieue Nord,820000.0,292.0,Jumia TN,L-TN-00152629,2808.219178082192
Ariana,350000.0,175.0,Jumia TN,L-TN-00173712,2000.0
Sousse,165000.0,109.0,Jumia TN,L-TN-00156896,1513.7614678899083
Ariana,484000.0,177.0,Jumia TN,L-TN-00129072,2734.463276836158
Banlieue Nord,2000.0,180.0,Jumia TN,L-TN-00161190,11.11111111111111
Banlieue Nord,215000.0,102.0,Jumia TN,L-TN-00153117,2107.843137254902
Banlieue Nord,178000.0,105.0,Jumia TN,L-TN-00148373,1695.2380952380952
Banlieue Nord,858800.0,226.0,Jumia TN,L-TN-00150667,3800.0
Banlieue Nord,466000.0,2.0,Jumia TN,L-TN-00122245,233000.0
Nabeul,189000.0,63.0,Jumia TN,L-TN-00172362,3000.0
Ariana,153000.0,130.0,Jumia TN,L-TN-00153659,1176.923076923077
Ariana,250000.0,104.0,Jumia TN,L-TN-00149499,2403.846153846154
Banlieue Nord,245000.0,131.0,Jumia TN,L-TN-00149763,1870.2290076335878
Banlieue Nord,200000.0,100.0,Jumia TN,L-TN-00145028,2000.0
Banlieue Nord,360000.0,167.0,Jumia TN,L-TN-00145173,2155.688622754491
Sousse,290000.0,143.0,Jumia TN,L-TN-00171130,2027.972027972028
Sousse,190000.0,116.0,Jumia TN,L-TN-00137640,1637.9310344827586
Ariana,110000.0,71.0,Jumia TN,L-TN-00153441,1549.2957746478874
Banlieue Nord,950000.0,231.0,Jumia TN,L-TN-00112110,4112.554112554112
Sousse,250000.0,80.0,Jumia TN,L-TN-00137446,3125.0
Banlieue Nord,250000.0,130.0,Jumia TN,L-TN-00128607,1923.076923076923
Ariana,211190.0,121.0,Jumia TN,L-TN-00153129,1745.3719008264463
Ariana,155000.0,130.0,Jumia TN,L-TN-00151012,1192.3076923076924
Nabeul,145000.0,75.0,Jumia TN,L-TN-00102751,1933.3333333333333
Bizerte,265000.0,120.0,Jumia TN,L-TN-00129576,2208.3333333333335
Ariana,115000.0,41.0,Jumia TN,L-TN-00156805,2804.878048780488
Sousse,195000.0,136.0,Jumia TN,L-TN-00171880,1433.8235294117646
Banlieue Nord,830000.0,237.0,Jumia TN,L-TN-00149882,3502.10970464135
Ariana,2500.0,65.0,Jumia TN,L-TN-00148797,38.46153846153846
Ben arous,125000.0,60.0,Jumia TN,L-TN-00132937,2083.3333333333335
Ariana,250000.0,104.0,Jumia TN,L-TN-00163977,2403.846153846154
Banlieue Nord,450000.0,110.0,Jumia TN,L-TN-00169516,4090.909090909091
Ariana,185000.0,109.0,Jumia TN,L-TN-00158598,1697.2477064220184
Ben arous,252000.0,180.0,Jumia TN,L-TN-00123028,1400.0
Ben arous,252000.0,180.0,Jumia TN,L-TN-00123031,1400.0
Ariana,250000.0,172.0,Jumia TN,L-TN-00154226,1453.4883720930231
Ariana,110000.0,71.0,Jumia TN,L-TN-00153428,1549.2957746478874
Ariana,140000.0,80.0,Jumia TN,L-TN-00164018,1750.0
Ariana,255000.0,120.0,Jumia TN,L-TN-00154238,2125.0
Banlieue Nord,185000.0,90.0,Jumia TN,L-TN-00153130,2055.5555555555557
Ariana,87000.0,50.0,Jumia TN,L-TN-00147479,1740.0
Ben arous,260000.0,145.0,Jumia TN,L-TN-00156816,1793.103448275862
Sousse,280000.0,140.0,Jumia TN,L-TN-00113757,2000.0
Nabeul,175500.0,60.0,Jumia TN,L-TN-00153959,2925.0
Ariana,153000.0,130.0,Jumia TN,L-TN-00154199,1176.923076923077
Banlieue Nord,275000.0,118.0,Jumia TN,L-TN-00169122,2330.508474576271
Ben arous,129000.0,72.0,Jumia TN,L-TN-00173894,1791.6666666666667
Sousse,239000.0,120.0,Jumia TN,L-TN-00168977,1991.6666666666667
Banlieue Nord,800.0,130.0,Jumia TN,L-TN-00173890,6.153846153846154
Sousse,260000.0,137.0,Jumia TN,L-TN-00170486,1897.8102189781023
Banlieue Nord,235000.0,140.0,Jumia TN,L-TN-00171179,1678.5714285714287
Sousse,140.0,74.0,Jumia TN,L-TN-00129760,1.8918918918918919
Ariana,235000.0,125.0,Tayara TN,519c5082-88d7-49c8-aef9-bb5764306c14,1880.0
Sfax,80000.0,66.0,Jumia TN,L-TN-00148703,1212.121212121212
Nabeul,150000.0,97.0,Jumia TN,L-TN-00155293,1546.3917525773195
Banlieue Nord,150000.0,80.0,Jumia TN,L-TN-00109430,1875.0
Nabeul,181500.0,95.0,Jumia TN,L-TN-00152958,1910.5263157894738
Nabeul,115000.0,65.0,Jumia TN,L-TN-00153140,1769.2307692307693
Mahdia,120000.0,57.0,Jumia TN,L-TN-00170998,2105.2631578947367
Ariana,500000.0,246.0,Jumia TN,L-TN-00149774,2032.520325203252
Ariana,250000.0,200.0,Jumia TN,L-TN-00147892,1250.0
Ariana,170000.0,147.0,Jumia TN,L-TN-00154875,1156.4625850340135
Nabeul,290000.0,114.0,Jumia TN,L-TN-00165228,2543.8596491228072
Banlieue Nord,450000.0,150.0,Jumia TN,L-TN-00126530,3000.0
Banlieue Nord,215000.0,66.0,Jumia TN,L-TN-00174778,3257.5757575757575
Banlieue Nord,623353.0,172.0,Jumia TN,L-TN-00155224,3624.1453488372094
Banlieue Nord,380000.0,143.0,Jumia TN,L-TN-00173850,2657.3426573426573
Banlieue Nord,270000.0,135.0,Jumia TN,L-TN-00164641,2000.0
Sousse,160000.0,107.0,Jumia TN,L-TN-00156873,1495.3271028037384
Banlieue Nord,245000.0,60.0,Jumia TN,L-TN-00089143,4083.3333333333335
Tunis,180000.0,101.0,Tayara TN,47cf81a6-d749-4ef9-b207-2f94cc7fdcc4,1782.1782178217823
Banlieue Nord,260000.0,150.0,Jumia TN,L-TN-00149879,1733.3333333333333
Ariana,98880.0,53.0,Jumia TN,L-TN-00150550,1865.6603773584907
Sousse,190000.0,144.0,Jumia TN,L-TN-00149540,1319.4444444444443
Ben arous,205000.0,100.0,Jumia TN,L-TN-00147729,2050.0
Ariana,114240.0,68.0,Jumia TN,L-TN-00153299,1680.0
Sousse,280000.0,120.0,Jumia TN,L-TN-00153718,2333.3333333333335
Banlieue Nord,450000.0,405.0,Jumia TN,L-TN-00173729,1111.111111111111
