Country,Price,Size,Marketplace,Reference,Moy_prix_by_size
Ariana,700.0,70.0,Tunisie-annonce TN,2861908,10.0
Ariana,1500.0,140.0,Tunisie-annonce TN,2861907,10.714285714285714
Tunis,183.0,100.0,Tayara TN,5d49823e-ed30-4cec-bdfc-8f85d9244f88,1.83
Ariana,900.0,220.0,Tunisie-annonce TN,2861904,4.090909090909091
Tunis,300.0,90.0,Tunisie-annonce TN,2861903,3.3333333333333335
Ben arous,500.0,100.0,Tunisie-annonce TN,2861901,5.0
Ariana,600.0,45.0,Tunisie-annonce TN,2861899,13.333333333333334
Ariana,550.0,100.0,Tunisie-annonce TN,2861679,5.5
Ariana,600.0,180.0,Tayara TN,52523b8b-013c-4926-809b-90a114bc6b32,3.3333333333333335
Nabeul,1250.0,120.0,Tunisie-annonce TN,2784801,10.416666666666666
Banlieue Nord,10000.0,1500.0,Tunisie-annonce TN,2858879,6.666666666666667
Banlieue Nord,1700.0,80.0,Tunisie-annonce TN,2781864,21.25
Ariana,1000.0,60.0,Tunisie-annonce TN,2850682,16.666666666666668
Ariana,2500.0,330.0,Tunisie-annonce TN,2861933,7.575757575757576
Banlieue Nord,800.0,100.0,Tunisie-annonce TN,2861932,8.0
Banlieue Nord,500.0,102.0,Tunisie-annonce TN,2861931,4.901960784313726
Ben arous,420.0,80.0,Tunisie-annonce TN,2855501,5.25
Ben arous,550.0,100.0,Tunisie-annonce TN,2855254,5.5
Ben arous,550.0,150.0,Tunisie-annonce TN,2859690,3.6666666666666665
Ben arous,650.0,80.0,Tunisie-annonce TN,2616265,8.125
Ariana,1150.0,120.0,Tunisie-annonce TN,2861926,9.583333333333334
Sousse,350.0,30.0,Tunisie-annonce TN,2861925,11.666666666666666
Banlieue Nord,2300.0,220.0,Tunisie-annonce TN,2843885,10.454545454545455
Sfax,420.0,106.0,Tunisie-annonce TN,2843106,3.9622641509433962
Monastir,240.0,35.0,Tunisie-annonce TN,2771514,6.857142857142857
Nabeul,400.0,400.0,Tunisie-annonce TN,2801105,1.0
Mannouba,220.0,50.0,Tayara TN,ed003023-286a-43e4-95c6-86051541bc41,4.4
Ariana,700.0,150.0,Tunisie-annonce TN,2852546,4.666666666666667
Sousse,400.0,120.0,Tunisie-annonce TN,2806916,3.3333333333333335
Ariana,450.0,80.0,Tunisie-annonce TN,2847293,5.625
Ben arous,380.0,110.0,Tunisie-annonce TN,2785325,3.4545454545454546
Ben arous,350.0,110.0,Tunisie-annonce TN,2729763,3.1818181818181817
Ariana,1700.0,260.0,Tunisie-annonce TN,2861946,6.538461538461538
Banlieue Nord,1000.0,80.0,Tunisie-annonce TN,2801582,12.5
Banlieue Nord,2800.0,180.0,Tunisie-annonce TN,2582394,15.555555555555555
Ariana,600.0,115.0,Tunisie-annonce TN,2861944,5.217391304347826
Banlieue Nord,3000.0,250.0,Tunisie-annonce TN,2860111,12.0
Ariana,1100.0,72.0,Tunisie-annonce TN,2837486,15.277777777777779
Nabeul,1600.0,2200.0,Tunisie-annonce TN,2837497,0.7272727272727273
Mannouba,200.0,140.0,Tunisie-annonce TN,2861942,1.4285714285714286
Nabeul,350.0,50.0,Tunisie-annonce TN,2820500,7.0
Ariana,350.0,100.0,Tayara TN,1f6b9488-cf33-44b7-951a-b064646c98a7,3.5
Nabeul,500.0,110.0,Tunisie-annonce TN,2791029,4.545454545454546
Banlieue Nord,2000.0,180.0,Tunisie-annonce TN,2861940,11.11111111111111
Sfax,900.0,900.0,Tunisie-annonce TN,2334666,1.0
Nabeul,350.0,200.0,Tunisie-annonce TN,2861961,1.75
Sfax,500.0,110.0,Tunisie-annonce TN,2795140,4.545454545454546
Sfax,580.0,30.0,Tunisie-annonce TN,2729651,19.333333333333332
Nabeul,800.0,120.0,Tunisie-annonce TN,2784324,6.666666666666667
Nabeul,700.0,300.0,Tunisie-annonce TN,2592043,2.3333333333333335
Banlieue Nord,1700.0,180.0,Tayara TN,9b81bf21-0111-4da2-96b7-d9c782cf9c61,9.444444444444445
Nabeul,800.0,120.0,Tunisie-annonce TN,2784318,6.666666666666667
Nabeul,300.0,80.0,Tunisie-annonce TN,2592055,3.75
Ariana,400.0,40.0,Tunisie-annonce TN,2771063,10.0
Ariana,260.0,90.0,Tayara TN,8dabc028-904f-43dd-b1c4-b94c1ad599ed,2.888888888888889
Ariana,550.0,70.0,Tunisie-annonce TN,2569775,7.857142857142857
Ariana,1750.0,210.0,Tunisie-annonce TN,2569777,8.333333333333334
Sousse,400.0,140.0,Tunisie-annonce TN,2633289,2.857142857142857
Sousse,400.0,120.0,Tunisie-annonce TN,2832576,3.3333333333333335
Ariana,920.0,105.0,Tunisie-annonce TN,2861416,8.761904761904763
Monastir,550.0,75.0,Tayara TN,3273a44a-3244-4726-a76a-82d350491b65,7.333333333333333
Banlieue Nord,150.0,83.0,Tunisie-annonce TN,2861955,1.8072289156626506
Ariana,1200.0,85.0,Tunisie-annonce TN,2846327,14.117647058823529
Sfax,120.0,12.0,Tayara TN,78b043e3-60d0-49ad-ab21-f1d026e20303,10.0
Banlieue Nord,2200.0,200.0,Tunisie-annonce TN,2837992,11.0
Banlieue Nord,2800.0,250.0,Tunisie-annonce TN,2861274,11.2
Tunis,130.0,70.0,Tunisie-annonce TN,2860403,1.8571428571428572
Ariana,650.0,55.0,Tayara TN,c86f1a19-b0c6-424e-b0f7-11ab353b83dc,11.818181818181818
Tunis,130.0,70.0,Tunisie-annonce TN,2856022,1.8571428571428572
Nabeul,900.0,200.0,Tunisie-annonce TN,2810385,4.5
Ben arous,5000.0,750.0,Tunisie-annonce TN,2848681,6.666666666666667
Nabeul,250.0,600.0,Tunisie-annonce TN,2856611,0.4166666666666667
Nabeul,395.0,400.0,Tunisie-annonce TN,2856632,0.9875
Bizerte,430.0,150.0,Tunisie-annonce TN,2860958,2.8666666666666667
Bizerte,500.0,90.0,Tunisie-annonce TN,2527976,5.555555555555555
Sousse,750.0,65.0,Tayara TN,f307486d-32cb-41bc-b9ae-efbf72c7769c,11.538461538461538
Ben arous,240.0,50.0,Tunisie-annonce TN,2846462,4.8
Ariana,850.0,90.0,Tunisie-annonce TN,2861977,9.444444444444445
Banlieue Nord,2000.0,85.0,Tunisie-annonce TN,2851319,23.529411764705884
Ariana,750.0,110.0,Tayara TN,6caeefbe-3b55-4e0b-96a3-11c4278acac8,6.818181818181818
Banlieue Nord,2000.0,82.0,Tunisie-annonce TN,2852415,24.390243902439025
Tunis,400.0,20.0,Tunisie-annonce TN,2861976,20.0
Mannouba,300.0,60.0,Tunisie-annonce TN,2861975,5.0
Ariana,650.0,90.0,Tayara TN,400a04af-487a-4953-8be5-f99c7d494788,7.222222222222222
Ariana,900.0,100.0,Tunisie-annonce TN,2858197,9.0
Ariana,1100.0,230.0,Tunisie-annonce TN,2860941,4.782608695652174
Ariana,2000.0,400.0,Tunisie-annonce TN,2860849,5.0
Cite el khadra,3500.0,151.0,Tunisie-annonce TN,2851283,23.178807947019866
Tunis,900.0,60.0,Tunisie-annonce TN,2838037,15.0
Mahdia,220.0,20.0,Tunisie-annonce TN,2843112,11.0
Tunis,750.0,120.0,Tunisie-annonce TN,2840154,6.25
Banlieue Nord,270.0,149.0,Tunisie-annonce TN,2861957,1.8120805369127517
Ariana,900.0,120.0,Tunisie-annonce TN,2788855,7.5
Nabeul,270.0,140.0,Tayara TN,06829107-527a-4ace-810d-9dc0bbc251ea,1.9285714285714286
Banlieue Nord,240.0,128.0,Tunisie-annonce TN,2861959,1.875
Banlieue Nord,240.0,128.0,Tunisie-annonce TN,2861960,1.875
Nabeul,600.0,105.0,Tunisie-annonce TN,2846693,5.714285714285714
Mahdia,450.0,89.0,Tayara TN,b57f2dca-9700-44de-b36f-b4f2fa22cc40,5.056179775280899
Ariana,1400.0,120.0,Tunisie-annonce TN,2738272,11.666666666666666
Ben arous,430.0,65.0,Tunisie-annonce TN,2855551,6.615384615384615
Mannouba,570.0,85.0,Tunisie-annonce TN,2811339,6.705882352941177
Sousse,700.0,100.0,Tunisie-annonce TN,2860741,7.0
Ariana,1150.0,100.0,Tunisie-annonce TN,2848974,11.5
Tunis,100.0,120.0,Tayara TN,b79681f5-1da2-41e5-91d3-133d1889e082,0.8333333333333334
Ariana,2000.0,140.0,Tunisie-annonce TN,2402172,14.285714285714286
Ben arous,530.0,100.0,Tunisie-annonce TN,2859384,5.3
Ariana,6500.0,570.0,Tunisie-annonce TN,2829704,11.403508771929825
Banlieue Nord,4000.0,280.0,Tunisie-annonce TN,2827140,14.285714285714286
Banlieue Nord,1700.0,110.0,Tunisie-annonce TN,2747474,15.454545454545455
Ben arous,650.0,107.0,Tunisie-annonce TN,2833241,6.074766355140187
Ben arous,400.0,95.0,Tunisie-annonce TN,2847836,4.2105263157894735
Bardo,380.0,50.0,Tunisie-annonce TN,2848776,7.6
Ben arous,550.0,60.0,Tayara TN,87407987-c4e4-41e1-af37-0afa474693b9,9.166666666666666
Banlieue Nord,650.0,85.0,Tunisie-annonce TN,2846214,7.647058823529412
Ben arous,600.0,140.0,Tunisie-annonce TN,2825738,4.285714285714286
Ariana,100.0,130.0,Tunisie-annonce TN,896412,0.7692307692307693
Ariana,120.0,200.0,Tunisie-annonce TN,1069449,0.6
Bardo,138.0,80.0,Tunisie-annonce TN,2856003,1.725
Nabeul,500.0,200.0,Tunisie-annonce TN,2822505,2.5
Banlieue Nord,750.0,110.0,Tayara TN,8446fb7e-5ebb-4a9a-9bc3-5dd25ec5d481,6.818181818181818
Ben arous,500.0,85.0,Tunisie-annonce TN,2862001,5.882352941176471
Banlieue Nord,1250.0,100.0,Tunisie-annonce TN,2826087,12.5
Sousse,1200.0,118.0,Tunisie-annonce TN,2264414,10.169491525423728
Monastir,620.0,90.0,Tunisie-annonce TN,2840472,6.888888888888889
Tunis,5900.0,65.0,Tunisie-annonce TN,2854853,90.76923076923077
Ariana,610.0,90.0,Tunisie-annonce TN,2837701,6.777777777777778
Ariana,11000.0,9062.0,Tunisie-annonce TN,2802553,1.2138600750386228
Banlieue Nord,2200.0,52.0,Tunisie-annonce TN,2753783,42.30769230769231
Ariana,700.0,100.0,Tunisie-annonce TN,1893764,7.0
Ariana,60.0,61.0,Tayara TN,3900a9ff-a85c-4183-a91c-fbbd5dd3bd8a,0.9836065573770492
Ariana,1260.0,200.0,Tunisie-annonce TN,2428013,6.3
Tunis,300.0,100.0,Tunisie-annonce TN,2853579,3.0
Ariana,1200.0,150.0,Tunisie-annonce TN,1893566,8.0
Sousse,450.0,125.0,Tunisie-annonce TN,2295751,3.6
Ben arous,800.0,150.0,Tunisie-annonce TN,2861943,5.333333333333333
Tunis,450.0,40.0,Tayara TN,227f1d1f-1403-4c52-abe7-cb9a9f4f8d29,11.25
Tunis,450.0,40.0,Tunisie-annonce TN,2861804,11.25
Ariana,1100.0,140.0,Tunisie-annonce TN,2815617,7.857142857142857
Sousse,350.0,46.0,Tunisie-annonce TN,2854109,7.608695652173913
Ariana,700.0,100.0,Tayara TN,3cfa19e9-a33c-48b6-aece-2cb368a96b05,7.0
Ben arous,650.0,60.0,Tunisie-annonce TN,2813334,10.833333333333334
Mannouba,800.0,380.0,Tunisie-annonce TN,2808305,2.1052631578947367
Banlieue Nord,780.0,150.0,Tunisie-annonce TN,2796020,5.2
Ben arous,480.0,80.0,Tunisie-annonce TN,2841957,6.0
Monastir,350.0,70.0,Tunisie-annonce TN,2798656,5.0
Ben arous,290.0,60.0,Tunisie-annonce TN,2853114,4.833333333333333
Jendouba,560.0,70.0,Tunisie-annonce TN,2232528,8.0
Jendouba,280.0,50.0,Tunisie-annonce TN,2340374,5.6
Ariana,750.0,71.0,Tunisie-annonce TN,2859634,10.56338028169014
Kairouan,500.0,170.0,Tayara TN,371fc18b-6cec-46d0-81dd-527752eeef12,2.9411764705882355
Nabeul,600.0,100.0,Tunisie-annonce TN,2815351,6.0
Bizerte,300.0,50.0,Tayara TN,f18c9c99-e236-4e35-8d58-7167182ce11f,6.0
Banlieue Nord,1100.0,130.0,Tunisie-annonce TN,2855108,8.461538461538462
Sousse,500.0,80.0,Tunisie-annonce TN,2859441,6.25
Ariana,70.0,500.0,Tayara TN,f8efd06b-3ddf-418e-9dc1-9729902ef5ed,0.14
Ben arous,549.0,90.0,Tunisie-annonce TN,2846941,6.1
Banlieue Nord,1200.0,90.0,Tunisie-annonce TN,2786682,13.333333333333334
Sousse,700.0,150.0,Tunisie-annonce TN,2859174,4.666666666666667
Ben arous,9999.0,90.0,Tunisie-annonce TN,2861515,111.1
Banlieue Nord,1900.0,140.0,Tunisie-annonce TN,2786656,13.571428571428571
Mannouba,460.0,100.0,Tunisie-annonce TN,2830706,4.6
Banlieue Nord,350.0,45.0,Tayara TN,c7fb758d-700a-4a7e-a0db-fc8ec2efe5c3,7.777777777777778
Ben arous,750.0,128.0,Tunisie-annonce TN,2841432,5.859375
Ben arous,360.0,78.0,Tayara TN,bc418043-af67-4bb1-80d2-1b897bfa7638,4.615384615384615
Ben arous,550.0,135.0,Tunisie-annonce TN,2859145,4.074074074074074
Ariana,1600.0,102.0,Tunisie-annonce TN,2794260,15.686274509803921
Ben arous,650.0,52.0,Tunisie-annonce TN,2704487,12.5
Ariana,500.0,90.0,Tayara TN,b17e94a3-d7f7-42b4-9b95-22e5e135b457,5.555555555555555
Ben arous,650.0,156.0,Tunisie-annonce TN,2847017,4.166666666666667
Tunis,1200.0,175.0,Tunisie-annonce TN,2860804,6.857142857142857
Ben arous,550.0,110.0,Tunisie-annonce TN,2855700,5.0
Banlieue Nord,1200.0,160.0,Tunisie-annonce TN,2859987,7.5
Ariana,550.0,80.0,Tunisie-annonce TN,2798046,6.875
Ariana,200.0,12.0,Tayara TN,e0fd4001-119a-433f-9082-baf337b033bc,16.666666666666668
Sfax,400.0,80.0,Tunisie-annonce TN,2352373,5.0
Banlieue Nord,1300.0,120.0,Tayara TN,becd71c2-e94c-403a-a1c8-b235949b0f43,10.833333333333334
Banlieue Nord,2200.0,120.0,Tunisie-annonce TN,2851653,18.333333333333332
Nabeul,400.0,100.0,Tunisie-annonce TN,2362036,4.0
Sousse,420.0,100.0,Tunisie-annonce TN,2856581,4.2
Bizerte,600.0,150.0,Tunisie-annonce TN,2859105,4.0
Banlieue Nord,9000.0,700.0,Tunisie-annonce TN,2831029,12.857142857142858
Ariana,12000.0,10000.0,Tunisie-annonce TN,2831212,1.2
Banlieue Nord,4500.0,500.0,Tunisie-annonce TN,2830551,9.0
Ariana,1100.0,160.0,Tunisie-annonce TN,2851635,6.875
Nabeul,700.0,175.0,Tunisie-annonce TN,2855691,4.0
Nabeul,900.0,250.0,Tunisie-annonce TN,2700932,3.6
Nabeul,800.0,150.0,Tunisie-annonce TN,2724266,5.333333333333333
Banlieue Nord,1100.0,150.0,Tunisie-annonce TN,2861279,7.333333333333333
Nabeul,1000.0,120.0,Tunisie-annonce TN,2723636,8.333333333333334
Nabeul,400.0,80.0,Tayara TN,f2c275ea-a764-4ece-b17d-388c897aa257,5.0
Ben arous,800.0,180.0,Tunisie-annonce TN,2856316,4.444444444444445
Banlieue Nord,850.0,110.0,Tunisie-annonce TN,2819848,7.7272727272727275
Banlieue Nord,550.0,110.0,Tunisie-annonce TN,2734426,5.0
Ariana,1300.0,140.0,Tunisie-annonce TN,2857639,9.285714285714286
Ben arous,6000.0,780.0,Tunisie-annonce TN,2739679,7.6923076923076925
Sousse,600.0,106.0,Tunisie-annonce TN,2856233,5.660377358490566
Ariana,800.0,73.0,Tunisie-annonce TN,2841861,10.95890410958904
Sfax,450.0,120.0,Tunisie-annonce TN,2859053,3.75
Tunis,450.0,100.0,Tayara TN,b5049fdc-cba4-460b-b4ff-7625053d0c9e,4.5
Cite el khadra,3000.0,155.0,Tunisie-annonce TN,2862027,19.35483870967742
Banlieue Nord,1500.0,180.0,Tunisie-annonce TN,2846149,8.333333333333334
Banlieue Nord,1000.0,100.0,Tunisie-annonce TN,2860965,10.0
Sfax,300.0,200.0,Tunisie-annonce TN,2857451,1.5
Banlieue Nord,1500.0,300.0,Tunisie-annonce TN,2855938,5.0
Ben arous,1200.0,80.0,Tunisie-annonce TN,2650594,15.0
Ariana,1000.0,120.0,Tunisie-annonce TN,2848183,8.333333333333334
Ben arous,650.0,100.0,Tunisie-annonce TN,2664347,6.5
Banlieue Nord,450.0,50.0,Tunisie-annonce TN,2862035,9.0
Banlieue Nord,1100.0,100.0,Tunisie-annonce TN,2829547,11.0
Sousse,380.0,70.0,Tayara TN,24fa1410-946b-4667-b6c1-8c6fe0cae378,5.428571428571429
Banlieue Nord,700.0,100.0,Tunisie-annonce TN,2860027,7.0
Ben arous,640.0,110.0,Tunisie-annonce TN,2858136,5.818181818181818
Mannouba,800.0,100.0,Tunisie-annonce TN,2859659,8.0
Bardo,500.0,60.0,Tayara TN,b4feb450-2d6a-4642-99bc-cb586fda82bf,8.333333333333334
Banlieue Nord,1000.0,130.0,Tunisie-annonce TN,2856522,7.6923076923076925
Ariana,850.0,140.0,Tunisie-annonce TN,2861389,6.071428571428571
Banlieue Nord,900.0,100.0,Tunisie-annonce TN,2861105,9.0
Nabeul,500.0,51.0,Tunisie-annonce TN,2858969,9.803921568627452
Jendouba,200.0,70.0,Tayara TN,9febe274-69f1-4a44-8a91-ff1ae518ac16,2.857142857142857
Nabeul,350.0,80.0,Tunisie-annonce TN,2676937,4.375
Banlieue Nord,500.0,50.0,Tunisie-annonce TN,2862087,10.0
Bardo,1200.0,140.0,Tayara TN,07556aee-8777-4bff-b7dc-09537651d75c,8.571428571428571
Ariana,900.0,80.0,Tunisie-annonce TN,2861440,11.25
Nabeul,500.0,250.0,Tunisie-annonce TN,2858341,2.0
Tunis,3200.0,187.0,Tunisie-annonce TN,2815935,17.112299465240643
Ariana,9000.0,1500.0,Tunisie-annonce TN,2804739,6.0
