Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size
Sousse,360000.0,140.0,V,Jumia TN,L-TN-00155126,2571.4285714285716
Banlieue Nord,215000.0,100.0,V,Jumia TN,L-TN-00149552,2150.0
Banlieue Nord,190000.0,76.0,V,Jumia TN,L-TN-00153613,2500.0
Ariana,335000.0,157.0,V,Jumia TN,L-TN-00143764,2133.7579617834394
Sousse,87000.0,63.0,V,Jumia TN,L-TN-00100164,1380.952380952381
Sousse,131000.0,64.0,V,Jumia TN,L-TN-00112453,2046.875
Sousse,320000.0,220.0,V,Jumia TN,L-TN-00103098,1454.5454545454545
Banlieue Nord,905000.0,411.0,V,Jumia TN,L-TN-00140157,2201.9464720194646
Ariana,543904.0,236.0,V,Jumia TN,L-TN-00105103,2304.677966101695
Banlieue Nord,520000.0,168.0,V,Jumia TN,L-TN-00125996,3095.2380952380954
Ariana,600000.0,310.0,V,Jumia TN,L-TN-00155274,1935.483870967742
Sfax,140000.0,98.0,V,Jumia TN,L-TN-00139670,1428.5714285714287
Sfax,75000.0,70.0,V,Jumia TN,L-TN-00149758,1071.4285714285713
Nabeul,155000.0,141.0,V,Jumia TN,L-TN-00145603,1099.290780141844
Nabeul,305000.0,104.0,V,Jumia TN,L-TN-00156144,2932.6923076923076
Banlieue Nord,1500.0,190.0,L,Tunisie-annonce TN,2830867,7.894736842105263
Sousse,250000.0,148.0,V,Jumia TN,L-TN-00159102,1689.1891891891892
Banlieue Nord,620000.0,185.0,V,Jumia TN,L-TN-00154292,3351.3513513513512
Nabeul,140.0,130.0,L,Tunisie-annonce TN,2813704,1.0769230769230769
Banlieue Nord,580000.0,185.0,V,Jumia TN,L-TN-00159289,3135.135135135135
Ariana,540000.0,209.0,V,Jumia TN,L-TN-00128827,2583.732057416268
Banlieue Nord,547000.0,238.0,V,Jumia TN,L-TN-00158100,2298.3193277310925
Sousse,320000.0,158.0,V,Jumia TN,L-TN-00114557,2025.3164556962026
Sousse,360000.0,70.0,V,Jumia TN,L-TN-00131087,5142.857142857143
Banlieue Nord,393000.0,145.0,V,Jumia TN,L-TN-00161424,2710.344827586207
Nabeul,550000.0,455.0,V,Jumia TN,L-TN-00145023,1208.7912087912089
Sousse,360000.0,90.0,V,Jumia TN,L-TN-00161627,4000.0
Ariana,261988.0,131.0,V,Jumia TN,L-TN-00146138,1999.9083969465648
Sousse,130000.0,99.0,V,Jumia TN,L-TN-00154221,1313.1313131313132
Banlieue Nord,334400.0,152.0,V,Jumia TN,L-TN-00136503,2200.0
Nabeul,200000.0,107.0,V,Jumia TN,L-TN-00153135,1869.1588785046729
Banlieue Nord,470000.0,163.0,V,Jumia TN,L-TN-00163321,2883.435582822086
Sousse,155000.0,155.0,V,Jumia TN,L-TN-00146885,1000.0
Nabeul,130000.0,95.0,V,Jumia TN,L-TN-00113285,1368.421052631579
Banlieue Nord,500000.0,187.0,V,Jumia TN,L-TN-00153501,2673.7967914438505
Banlieue Nord,330000.0,145.0,V,Jumia TN,L-TN-00149762,2275.862068965517
Sousse,165000.0,70.0,V,Jumia TN,L-TN-00148584,2357.1428571428573
Ariana,165000.0,70.0,V,Jumia TN,L-TN-00148802,2357.1428571428573
Ben arous,185000.0,125.0,V,Jumia TN,L-TN-00154319,1480.0
Nabeul,160.0,105.0,L,Tunisie-annonce TN,2829439,1.5238095238095237
Sfax,500.0,100.0,L,Tunisie-annonce TN,2776091,5.0
Ariana,125000.0,60.0,V,Jumia TN,L-TN-00145830,2083.3333333333335
Nabeul,430000.0,180.0,V,Jumia TN,L-TN-00155300,2388.8888888888887
Banlieue Nord,500000.0,220.0,V,Jumia TN,L-TN-00153244,2272.7272727272725
Nabeul,130.0,68.0,L,Tunisie-annonce TN,2824717,1.911764705882353
Nabeul,242000.0,60.0,V,Jumia TN,L-TN-00153962,4033.3333333333335
Ben arous,550.0,80.0,L,Tunisie-annonce TN,2751654,6.875
Sousse,180000.0,144.0,V,Jumia TN,L-TN-00160193,1250.0
Banlieue Nord,2800.0,170.0,L,Tunisie-annonce TN,2813546,16.470588235294116
Ariana,500000.0,246.0,V,Jumia TN,L-TN-00149774,2032.520325203252
Sousse,360000.0,100.0,V,Jumia TN,L-TN-00159078,3600.0
Banlieue Nord,4400.0,217.0,L,Tunisie-annonce TN,2611392,20.276497695852534
Sousse,440000.0,132.0,V,Jumia TN,L-TN-00147247,3333.3333333333335
Mannouba,600.0,120.0,L,Tunisie-annonce TN,2807353,5.0
Banlieue Nord,4000.0,200.0,L,Tunisie-annonce TN,2434864,20.0
Sousse,100.0,80.0,L,Tunisie-annonce TN,2819868,1.25
Sousse,222000.0,101.0,V,Jumia TN,L-TN-00145714,2198.019801980198
Banlieue Nord,450.0,10.0,L,Tunisie-annonce TN,2783544,45.0
Nabeul,280000.0,95.0,V,Jumia TN,L-TN-00147117,2947.3684210526317
Banlieue Nord,4000.0,280.0,L,Tunisie-annonce TN,2827140,14.285714285714286
Ariana,260000.0,112.0,V,Jumia TN,L-TN-00147258,2321.4285714285716
Banlieue Nord,2200.0,160.0,L,Tunisie-annonce TN,2743774,13.75
Banlieue Nord,700.0,80.0,L,Tunisie-annonce TN,2830552,8.75
Nabeul,327699.0,137.0,V,Jumia TN,L-TN-00163757,2391.963503649635
Banlieue Nord,1700.0,100.0,L,Tunisie-annonce TN,2816231,17.0
Banlieue Nord,445000.0,201.0,V,Jumia TN,L-TN-00149474,2213.9303482587065
Banlieue Nord,750.0,147.0,L,Tunisie-annonce TN,2770362,5.1020408163265305
Nabeul,13333.0,2000.0,L,Tunisie-annonce TN,2417006,6.6665
Sousse,206000.0,139.0,V,Jumia TN,L-TN-00156855,1482.0143884892086
Ariana,650.0,52.0,L,Tunisie-annonce TN,2821988,12.5
Ariana,850.0,130.0,L,Tunisie-annonce TN,2827510,6.538461538461538
Ben arous,185000.0,95.0,V,Jumia TN,L-TN-00134549,1947.3684210526317
Ariana,506000.0,220.0,V,Jumia TN,L-TN-00126518,2300.0
Monastir,123.0,50.0,L,Tunisie-annonce TN,2790413,2.46
Banlieue Nord,5000.0,500.0,L,Tunisie-annonce TN,2813412,10.0
Ariana,1800.0,450.0,L,Tunisie-annonce TN,2831929,4.0
Nabeul,1300000.0,254.0,V,Jumia TN,L-TN-00147838,5118.110236220473
Banlieue Nord,1900.0,134.0,L,Tunisie-annonce TN,2772000,14.17910447761194
Ariana,9000.0,1500.0,L,Tunisie-annonce TN,2804739,6.0
Banlieue Nord,345500.0,156.0,V,Jumia TN,L-TN-00142644,2214.74358974359
Banlieue Nord,2500.0,345.0,L,Tunisie-annonce TN,2828340,7.246376811594203
Nabeul,330000.0,120.0,V,Jumia TN,L-TN-00155889,2750.0
Ariana,600.0,110.0,L,Tunisie-annonce TN,2831928,5.454545454545454
Banlieue Nord,1800.0,80.0,L,Tunisie-annonce TN,2742082,22.5
Sousse,900.0,100.0,L,Tunisie-annonce TN,2818093,9.0
Sousse,100.0,100.0,L,Tunisie-annonce TN,2818122,1.0
Banlieue Nord,750.0,150.0,L,Tunisie-annonce TN,2791672,5.0
Banlieue Nord,450000.0,156.0,V,Jumia TN,L-TN-00155162,2884.6153846153848
Tunis,600.0,80.0,L,Tunisie-annonce TN,2831942,7.5
Nabeul,190000.0,55.0,V,Jumia TN,L-TN-00155888,3454.5454545454545
Mannouba,900.0,270.0,L,Tunisie-annonce TN,2817075,3.3333333333333335
Ariana,110000.0,71.0,V,Jumia TN,L-TN-00154306,1549.2957746478874
Tunis,600.0,150.0,L,Tunisie-annonce TN,2825644,4.0
Banlieue Nord,450000.0,173.0,V,Jumia TN,L-TN-00153743,2601.156069364162
Banlieue Nord,405000.0,150.0,V,Jumia TN,L-TN-00161431,2700.0
Cite el khadra,1500.0,65.0,L,Tunisie-annonce TN,2199930,23.076923076923077
Nabeul,350000.0,100.0,V,Jumia TN,L-TN-00163519,3500.0
Monastir,670.0,120.0,L,Tunisie-annonce TN,2829457,5.583333333333333
Ariana,900.0,160.0,L,Tunisie-annonce TN,2816782,5.625
Ariana,1000.0,100.0,L,Tunisie-annonce TN,2811575,10.0
Banlieue Nord,1600.0,73.0,L,Tunisie-annonce TN,2754142,21.91780821917808
Nabeul,205000.0,97.0,V,Jumia TN,L-TN-00163512,2113.40206185567
Ariana,650.0,65.0,L,Tunisie-annonce TN,2821940,10.0
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00154596,1461.9883040935672
Ben arous,220.0,40.0,L,Tunisie-annonce TN,2791053,5.5
Banlieue Nord,396000.0,146.0,V,Jumia TN,L-TN-00161419,2712.328767123288
Ariana,288470.0,167.0,V,Jumia TN,L-TN-00153364,1727.3652694610778
Ariana,680.0,130.0,L,Tunisie-annonce TN,2775303,5.230769230769231
Sousse,405000.0,135.0,V,Jumia TN,L-TN-00163791,3000.0
Ariana,900.0,130.0,L,Tunisie-annonce TN,2796016,6.923076923076923
Ariana,444000.0,195.0,V,Jumia TN,L-TN-00157098,2276.923076923077
Ariana,260000.0,120.0,V,Jumia TN,L-TN-00153410,2166.6666666666665
Sousse,190000.0,144.0,V,Jumia TN,L-TN-00159740,1319.4444444444443
Ariana,700.0,88.0,L,Tunisie-annonce TN,2825148,7.954545454545454
Ben arous,239000.0,147.0,V,Jumia TN,L-TN-00156791,1625.8503401360545
Sousse,140.0,42.0,L,Tunisie-annonce TN,2613966,3.3333333333333335
Sousse,150000.0,42.0,V,Jumia TN,L-TN-00159610,3571.4285714285716
Banlieue Nord,530000.0,136.0,V,Jumia TN,L-TN-00164093,3897.0588235294117
Banlieue Nord,1350.0,200.0,L,Tunisie-annonce TN,2721229,6.75
Banlieue Nord,205000.0,105.0,V,Jumia TN,L-TN-00155263,1952.3809523809523
Nabeul,120.0,100.0,L,Tunisie-annonce TN,2829572,1.2
Sousse,150000.0,42.0,V,Jumia TN,L-TN-00159609,3571.4285714285716
Ariana,430.0,60.0,L,Tunisie-annonce TN,2797878,7.166666666666667
Banlieue Nord,280000.0,7.0,V,Jumia TN,L-TN-00153005,40000.0
Ben arous,250000.0,160.0,V,Jumia TN,L-TN-00162044,1562.5
Banlieue Nord,250000.0,150.0,V,Jumia TN,L-TN-00154272,1666.6666666666667
Ariana,220000.0,130.0,V,Jumia TN,L-TN-00159075,1692.3076923076924
Ariana,185000.0,100.0,V,Jumia TN,L-TN-00158771,1850.0
Nabeul,125000.0,120.0,V,Jumia TN,L-TN-00159035,1041.6666666666667
Banlieue Nord,215000.0,102.0,V,Jumia TN,L-TN-00159868,2107.843137254902
Ben arous,430.0,70.0,L,Tunisie-annonce TN,2790776,6.142857142857143
Nabeul,500.0,100.0,L,Tunisie-annonce TN,2811281,5.0
Ben arous,103000.0,105.0,V,Jumia TN,L-TN-00157207,980.952380952381
Ariana,1500.0,400.0,L,Tunisie-annonce TN,2778958,3.75
Ben arous,120900.0,86.0,V,Jumia TN,L-TN-00123014,1405.8139534883721
Sousse,500.0,100.0,L,Tunisie-annonce TN,2812688,5.0
Cite el khadra,500.0,88.0,L,Tunisie-annonce TN,2826361,5.681818181818182
Banlieue Nord,460000.0,178.0,V,Jumia TN,L-TN-00161305,2584.2696629213483
Nabeul,245000.0,132.0,V,Jumia TN,L-TN-00159206,1856.060606060606
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00158267,1637.9310344827586
Banlieue Nord,496000.0,138.0,V,Jumia TN,L-TN-00163582,3594.2028985507245
Nabeul,240000.0,96.0,V,Jumia TN,L-TN-00164049,2500.0
Banlieue Nord,406000.0,150.0,V,Jumia TN,L-TN-00161430,2706.6666666666665
Sousse,200000.0,125.0,V,Jumia TN,L-TN-00162530,1600.0
Banlieue Nord,1000.0,200.0,L,Tunisie-annonce TN,2831945,5.0
Banlieue Nord,440000.0,184.0,V,Jumia TN,L-TN-00158210,2391.304347826087
Banlieue Nord,215000.0,78.0,V,Jumia TN,L-TN-00161447,2756.4102564102564
Nabeul,420.0,100.0,L,Tunisie-annonce TN,2826722,4.2
Sousse,260000.0,137.0,V,Jumia TN,L-TN-00155687,1897.8102189781023
Tunis,1300.0,120.0,L,Tunisie-annonce TN,2814965,10.833333333333334
Ariana,145000.0,90.0,V,Jumia TN,L-TN-00161640,1611.111111111111
Ariana,650.0,50.0,L,Tunisie-annonce TN,2800818,13.0
Bizerte,350.0,200.0,L,Tunisie-annonce TN,2485379,1.75
Nabeul,308000.0,140.0,V,Jumia TN,L-TN-00161801,2200.0
Sousse,285000.0,135.0,V,Jumia TN,L-TN-00157593,2111.1111111111113
Ariana,1700.0,165.0,L,Tunisie-annonce TN,2819492,10.303030303030303
Banlieue Nord,216000.0,78.0,V,Jumia TN,L-TN-00161450,2769.230769230769
Ben arous,1200.0,100.0,L,Tunisie-annonce TN,2675711,12.0
Ben arous,272450.0,195.0,V,Jumia TN,L-TN-00123026,1397.179487179487
Banlieue Nord,245000.0,90.0,V,Jumia TN,L-TN-00158942,2722.222222222222
Tunis,950.0,160.0,L,Tunisie-annonce TN,2823271,5.9375
Sousse,255000.0,183.0,V,Jumia TN,L-TN-00161749,1393.4426229508197
Nabeul,205000.0,97.0,V,Jumia TN,L-TN-00158255,2113.40206185567
Ariana,1250.0,210.0,L,Tunisie-annonce TN,2824029,5.9523809523809526
Ariana,1300.0,150.0,L,Tunisie-annonce TN,2824222,8.666666666666666
Sousse,160000.0,107.0,V,Jumia TN,L-TN-00156873,1495.3271028037384
Banlieue Nord,2000.0,300.0,L,Tunisie-annonce TN,2831951,6.666666666666667
Ariana,367000.0,145.0,V,Jumia TN,L-TN-00159323,2531.0344827586205
Nabeul,350077.0,154.0,V,Jumia TN,L-TN-00163823,2273.2272727272725
Sousse,130000.0,99.0,V,Jumia TN,L-TN-00159795,1313.1313131313132
Banlieue Nord,1500.0,100.0,L,Tunisie-annonce TN,2830943,15.0
Sousse,226000.0,103.0,V,Jumia TN,L-TN-00159759,2194.1747572815534
Ben arous,500.0,80.0,L,Tunisie-annonce TN,2823791,6.25
Banlieue Nord,1150.0,110.0,L,Tunisie-annonce TN,2825872,10.454545454545455
Nabeul,175000.0,90.0,V,Jumia TN,L-TN-00157811,1944.4444444444443
Sfax,470.0,61.0,L,Tunisie-annonce TN,2816362,7.704918032786885
Ariana,750.0,128.0,L,Tunisie-annonce TN,2818517,5.859375
Banlieue Nord,3000.0,180.0,L,Tunisie-annonce TN,2831962,16.666666666666668
Nabeul,158519.0,65.0,V,Jumia TN,L-TN-00163772,2438.753846153846
Banlieue Nord,350000.0,179.0,V,Jumia TN,L-TN-00163307,1955.3072625698323
Sfax,650.0,60.0,L,Tunisie-annonce TN,2765185,10.833333333333334
Ariana,350000.0,175.0,V,Jumia TN,L-TN-00164058,2000.0
Sousse,115000.0,75.0,V,Jumia TN,L-TN-00162092,1533.3333333333333
Ariana,170000.0,147.0,V,Jumia TN,L-TN-00158644,1156.4625850340135
Nabeul,110.0,75.0,L,Tunisie-annonce TN,2829668,1.4666666666666666
Ariana,175000.0,90.0,V,Jumia TN,L-TN-00159216,1944.4444444444443
Banlieue Nord,700000.0,360.0,V,Jumia TN,L-TN-00157205,1944.4444444444443
Nabeul,100.0,65.0,L,Tunisie-annonce TN,2829617,1.5384615384615385
Mannouba,950.0,40.0,L,Tunisie-annonce TN,2804232,23.75
Ben arous,248000.0,105.0,V,Jumia TN,L-TN-00161179,2361.904761904762
Nabeul,700.0,49.0,L,Tunisie-annonce TN,2785179,14.285714285714286
Banlieue Nord,920000.0,168.0,V,Jumia TN,L-TN-00163429,5476.190476190476
Banlieue Nord,393000.0,145.0,V,Jumia TN,L-TN-00161426,2710.344827586207
Sousse,138000.0,40.0,V,Jumia TN,L-TN-00158607,3450.0
Ariana,700.0,55.0,L,Tunisie-annonce TN,2831972,12.727272727272727
Banlieue Nord,3325.0,210.0,L,Tunisie-annonce TN,2779505,15.833333333333334
Ariana,310000.0,164.0,V,Jumia TN,L-TN-00161973,1890.2439024390244
Ariana,360.0,30.0,L,Tunisie-annonce TN,2809157,12.0
Ben arous,215000.0,99.0,V,Jumia TN,L-TN-00161937,2171.717171717172
Ben arous,625.0,110.0,L,Tunisie-annonce TN,2821917,5.681818181818182
Banlieue Nord,177000.0,90.0,V,Jumia TN,L-TN-00163539,1966.6666666666667
Ariana,420.0,104.0,L,Tunisie-annonce TN,2808540,4.038461538461538
Nabeul,190000.0,95.0,V,Jumia TN,L-TN-00161549,2000.0
Banlieue Nord,1500.0,95.0,L,Tunisie-annonce TN,2824502,15.789473684210526
Banlieue Nord,380000.0,90.0,V,Jumia TN,L-TN-00158713,4222.222222222223
Banlieue Nord,1500.0,160.0,L,Tunisie-annonce TN,2801564,9.375
Sousse,385000.0,161.0,V,Jumia TN,L-TN-00163598,2391.304347826087
Banlieue Nord,350.0,30.0,L,Tunisie-annonce TN,2796868,11.666666666666666
Sousse,330000.0,153.0,V,Jumia TN,L-TN-00162190,2156.8627450980393
Banlieue Nord,2000.0,70.0,L,Tunisie-annonce TN,2791666,28.571428571428573
Ben arous,500.0,120.0,L,Tunisie-annonce TN,2815885,4.166666666666667
Banlieue Nord,294000.0,111.0,V,Jumia TN,L-TN-00158120,2648.6486486486488
Banlieue Nord,550000.0,190.0,V,Jumia TN,L-TN-00158298,2894.7368421052633
Banlieue Nord,3500.0,550.0,L,Tunisie-annonce TN,2762088,6.363636363636363
Sousse,158000.0,110.0,V,Jumia TN,L-TN-00159430,1436.3636363636363
Sousse,89000.0,60.0,V,Jumia TN,L-TN-00161605,1483.3333333333333
Sousse,55000.0,85.0,V,Jumia TN,L-TN-00160770,647.0588235294117
Ben arous,650.0,110.0,L,Tunisie-annonce TN,2788863,5.909090909090909
Cite el khadra,650.0,130.0,L,Tunisie-annonce TN,2826323,5.0
Banlieue Nord,653000.0,238.0,V,Jumia TN,L-TN-00161411,2743.6974789915967
Banlieue Nord,2800.0,250.0,L,Tunisie-annonce TN,2773780,11.2
Sousse,1200.0,118.0,L,Tunisie-annonce TN,2264414,10.169491525423728
Nabeul,256745.0,108.0,V,Jumia TN,L-TN-00163762,2377.2685185185187
Banlieue Nord,3700.0,500.0,L,Tunisie-annonce TN,2796686,7.4
Nabeul,65000.0,80.0,V,Jumia TN,L-TN-00161588,812.5
Tunis,800.0,150.0,L,Tunisie-annonce TN,2802166,5.333333333333333
Nabeul,270000.0,95.0,V,Jumia TN,L-TN-00161817,2842.1052631578946
Sousse,175000.0,67.0,V,Jumia TN,L-TN-00163225,2611.9402985074626
Ben arous,700.0,110.0,L,Tunisie-annonce TN,2777879,6.363636363636363
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00163977,2403.846153846154
Nabeul,220000.0,176.0,V,Jumia TN,L-TN-00162376,1250.0
Nabeul,350000.0,100.0,V,Jumia TN,L-TN-00161276,3500.0
Bardo,300.0,25.0,L,Tunisie-annonce TN,2812827,12.0
Banlieue Nord,2500.0,313.0,L,Tunisie-annonce TN,2775712,7.987220447284345
Ben arous,95000.0,90.0,V,Jumia TN,L-TN-00121594,1055.5555555555557
Banlieue Nord,940.0,140.0,L,Tunisie-annonce TN,2831980,6.714285714285714
Nabeul,110.0,66.0,L,Tunisie-annonce TN,2829699,1.6666666666666667
Sousse,244000.0,111.0,V,Jumia TN,L-TN-00161860,2198.198198198198
Banlieue Nord,222000.0,81.0,V,Jumia TN,L-TN-00161448,2740.740740740741
Banlieue Nord,1200.0,160.0,L,Tunisie-annonce TN,2831992,7.5
Tunis,1200.0,190.0,L,Tunisie-annonce TN,2788329,6.315789473684211
Ariana,800.0,100.0,L,Tunisie-annonce TN,2804933,8.0
Banlieue Nord,545000.0,109.0,V,Jumia TN,L-TN-00102664,5000.0
Sousse,170000.0,106.0,V,Jumia TN,L-TN-00161586,1603.7735849056603
Ariana,235000.0,116.0,V,Jumia TN,L-TN-00163361,2025.8620689655172
Tunis,1400.0,65.0,L,Tunisie-annonce TN,2779907,21.53846153846154
Ben arous,650.0,90.0,L,Tunisie-annonce TN,2765533,7.222222222222222
Sousse,297000.0,135.0,V,Jumia TN,L-TN-00159779,2200.0
Banlieue Nord,335.0,169.0,V,Jumia TN,L-TN-00163574,1.982248520710059
Banlieue Nord,630000.0,171.0,V,Jumia TN,L-TN-00164064,3684.2105263157896
Ariana,1300.0,150.0,L,Tunisie-annonce TN,2791312,8.666666666666666
Sousse,340000.0,72.0,V,Jumia TN,L-TN-00159683,4722.222222222223
Cite el khadra,1200.0,130.0,L,Tunisie-annonce TN,2830998,9.23076923076923
Ariana,900.0,120.0,L,Tunisie-annonce TN,2811802,7.5
Ariana,498000.0,172.0,V,Jumia TN,L-TN-00156670,2895.3488372093025
Ariana,770.0,110.0,L,Tunisie-annonce TN,2817644,7.0
Banlieue Nord,491000.0,217.0,V,Jumia TN,L-TN-00149406,2262.672811059908
Banlieue Nord,185000.0,92.0,V,Jumia TN,L-TN-00153000,2010.8695652173913
Ben arous,1000.0,110.0,L,Tunisie-annonce TN,2780677,9.090909090909092
Ariana,700000.0,254.0,V,Jumia TN,L-TN-00104131,2755.9055118110236
Nabeul,180000.0,110.0,V,Jumia TN,L-TN-00132788,1636.3636363636363
Ariana,1500.0,140.0,L,Tunisie-annonce TN,2512717,10.714285714285714
Banlieue Nord,450000.0,150.0,V,Jumia TN,L-TN-00162445,3000.0
Banlieue Nord,390000.0,180.0,V,Jumia TN,L-TN-00149440,2166.6666666666665
Tunis,3800.0,420.0,L,Tunisie-annonce TN,2818321,9.047619047619047
Banlieue Nord,457800.0,120.0,V,Jumia TN,L-TN-00085071,3815.0
Banlieue Nord,200000.0,63.0,V,Jumia TN,L-TN-00159175,3174.6031746031745
Ariana,1700.0,450.0,L,Tunisie-annonce TN,2826808,3.7777777777777777
Banlieue Nord,263000.0,89.0,V,Jumia TN,L-TN-00137257,2955.0561797752807
Banlieue Nord,1250.0,140.0,L,Tunisie-annonce TN,2814205,8.928571428571429
Sousse,1300.0,140.0,L,Tunisie-annonce TN,2818128,9.285714285714286
Ariana,450000.0,238.0,V,Jumia TN,L-TN-00153514,1890.7563025210084
Ariana,100.0,70.0,L,Tunisie-annonce TN,1225777,1.4285714285714286
Banlieue Nord,1060.0,130.0,L,Tunisie-annonce TN,2830947,8.153846153846153
Nabeul,3500.0,500.0,L,Tunisie-annonce TN,2799318,7.0
Ben arous,1300.0,140.0,L,Tunisie-annonce TN,2829349,9.285714285714286
Ben arous,550.0,80.0,L,Tunisie-annonce TN,2823239,6.875
Banlieue Nord,2300.0,120.0,L,Tunisie-annonce TN,2832006,19.166666666666668
Ariana,370.0,140.0,L,Tunisie-annonce TN,2832005,2.642857142857143
Banlieue Nord,395000.0,150.0,V,Jumia TN,L-TN-00076632,2633.3333333333335
Banlieue Nord,343565.0,94.0,V,Jumia TN,L-TN-00154104,3654.946808510638
Sousse,280000.0,155.0,V,Jumia TN,L-TN-00134963,1806.4516129032259
Sousse,170000.0,75.0,V,Jumia TN,L-TN-00122569,2266.6666666666665
Ariana,179000.0,64.0,V,Jumia TN,L-TN-00148810,2796.875
Sousse,330000.0,105.0,V,Jumia TN,L-TN-00127646,3142.8571428571427
Ben arous,272450.0,195.0,V,Jumia TN,L-TN-00123023,1397.179487179487
Banlieue Nord,450000.0,127.0,V,Jumia TN,L-TN-00146166,3543.3070866141734
Ben arous,256900.0,180.0,V,Jumia TN,L-TN-00123025,1427.2222222222222
Nabeul,205000.0,87.0,V,Jumia TN,L-TN-00074669,2356.32183908046
Banlieue Nord,280000.0,65.0,V,Jumia TN,L-TN-00149624,4307.692307692308
Mahdia,214000.0,88.0,V,Jumia TN,L-TN-00100382,2431.818181818182
Banlieue Nord,430000.0,128.0,V,Jumia TN,L-TN-00050027,3359.375
Ariana,340.0,75.0,L,Tunisie-annonce TN,2822485,4.533333333333333
Sousse,138000.0,40.0,V,Jumia TN,L-TN-00163318,3450.0
Nabeul,225000.0,94.0,V,Jumia TN,L-TN-00164123,2393.6170212765956
Nabeul,99.0,60.0,L,Tunisie-annonce TN,2791084,1.65
Ariana,365000.0,163.0,V,Jumia TN,L-TN-00142229,2239.2638036809817
Ariana,498000.0,172.0,V,Jumia TN,L-TN-00156670,2895.3488372093025
Banlieue Nord,304900.0,128.0,V,Jumia TN,L-TN-00158108,2382.03125
Ben arous,600.0,150.0,L,Tunisie-annonce TN,2823209,4.0
Banlieue Nord,170000.0,89.0,V,Jumia TN,L-TN-00159092,1910.112359550562
Ariana,490000.0,178.0,V,Jumia TN,L-TN-00132731,2752.808988764045
Ben arous,380.0,90.0,L,Tunisie-annonce TN,2775687,4.222222222222222
Banlieue Nord,390000.0,204.0,V,Jumia TN,L-TN-00161308,1911.764705882353
Bardo,350.0,75.0,L,Tunisie-annonce TN,2832004,4.666666666666667
Banlieue Nord,450000.0,150.0,V,Jumia TN,L-TN-00162445,3000.0
Banlieue Nord,850.0,100.0,L,Tunisie-annonce TN,2767361,8.5
Ben arous,550.0,120.0,L,Tunisie-annonce TN,2798987,4.583333333333333
Nabeul,120.0,100.0,L,Tunisie-annonce TN,2830382,1.2
Ben arous,650.0,130.0,L,Tunisie-annonce TN,2825770,5.0
Banlieue Nord,457800.0,120.0,V,Jumia TN,L-TN-00085071,3815.0
Banlieue Nord,200000.0,63.0,V,Jumia TN,L-TN-00159175,3174.6031746031745
Banlieue Nord,263000.0,89.0,V,Jumia TN,L-TN-00137257,2955.0561797752807
Ariana,450000.0,238.0,V,Jumia TN,L-TN-00153514,1890.7563025210084
Banlieue Nord,395000.0,150.0,V,Jumia TN,L-TN-00076632,2633.3333333333335
Sousse,1500.0,160.0,L,Tunisie-annonce TN,2831999,9.375
Tunis,700.0,120.0,L,Tunisie-annonce TN,2829226,5.833333333333333
Banlieue Nord,343565.0,94.0,V,Jumia TN,L-TN-00154104,3654.946808510638
Banlieue Nord,800.0,150.0,L,Tunisie-annonce TN,2831998,5.333333333333333
Sousse,300000.0,148.0,V,Jumia TN,L-TN-00153307,2027.027027027027
Nabeul,260000.0,81.0,V,Jumia TN,L-TN-00155611,3209.8765432098767
Tunis,750.0,100.0,L,Tunisie-annonce TN,2830263,7.5
Sousse,520.0,150.0,L,Tunisie-annonce TN,2823802,3.466666666666667
Sfax,112000.0,94.0,V,Jumia TN,L-TN-00153174,1191.4893617021276
Sfax,150000.0,134.0,V,Jumia TN,L-TN-00154080,1119.402985074627
Ben arous,130000.0,70.0,V,Jumia TN,L-TN-00130104,1857.142857142857
Banlieue Nord,2500.0,230.0,L,Tunisie-annonce TN,2705938,10.869565217391305
Banlieue Nord,400000.0,152.0,V,Jumia TN,L-TN-00152710,2631.5789473684213
Ben arous,420.0,90.0,L,Tunisie-annonce TN,2832030,4.666666666666667
Banlieue Nord,390000.0,176.0,V,Jumia TN,L-TN-00149432,2215.909090909091
Nabeul,525.0,50.0,L,Tunisie-annonce TN,2811302,10.5
Banlieue Nord,800000.0,636.0,V,Jumia TN,L-TN-00148417,1257.861635220126
Banlieue Nord,2500.0,500.0,L,Tunisie-annonce TN,2821015,5.0
Banlieue Nord,491000.0,217.0,V,Jumia TN,L-TN-00149406,2262.672811059908
Nabeul,120.0,70.0,L,Tunisie-annonce TN,2824985,1.7142857142857142
Banlieue Nord,185000.0,92.0,V,Jumia TN,L-TN-00153000,2010.8695652173913
Banlieue Nord,1350.0,110.0,L,Tunisie-annonce TN,2831262,12.272727272727273
Ariana,700000.0,254.0,V,Jumia TN,L-TN-00104131,2755.9055118110236
Nabeul,210.0,135.0,L,Tunisie-annonce TN,2820225,1.5555555555555556
Nabeul,180000.0,110.0,V,Jumia TN,L-TN-00132788,1636.3636363636363
Banlieue Nord,650.0,150.0,L,Tunisie-annonce TN,2792181,4.333333333333333
Sousse,550.0,110.0,L,Tunisie-annonce TN,2832024,5.0
Banlieue Nord,436000.0,120.0,V,Jumia TN,L-TN-00061607,3633.3333333333335
