Country,Price,Size,Marketplace,Reference,Moy_prix_by_size
Ariana,850.0,157.0,Tunisie-annonce TN,2831129,5.414012738853503
Ariana,1300.0,150.0,Tunisie-annonce TN,2822346,8.666666666666666
Ariana,700.0,120.0,Tunisie-annonce TN,2830106,5.833333333333333
Ariana,1500.0,150.0,Tunisie-annonce TN,2827716,10.0
Ariana,850.0,125.0,Tunisie-annonce TN,2831120,6.8
Jendouba,490.0,40.0,Tunisie-annonce TN,2831154,12.25
Banlieue Nord,2000.0,250.0,Tunisie-annonce TN,2773826,8.0
Banlieue Nord,2400.0,63.0,Tunisie-annonce TN,2805138,38.095238095238095
Banlieue Nord,2500.0,450.0,Tunisie-annonce TN,2561411,5.555555555555555
Banlieue Nord,6000.0,900.0,Tunisie-annonce TN,2826848,6.666666666666667
Banlieue Nord,1800.0,400.0,Tunisie-annonce TN,2787527,4.5
Banlieue Nord,3000.0,400.0,Tunisie-annonce TN,2809010,7.5
Sousse,1700.0,40.0,Tunisie-annonce TN,2549656,42.5
Banlieue Nord,950.0,80.0,Tunisie-annonce TN,2804147,11.875
Banlieue Nord,3000.0,200.0,Tunisie-annonce TN,2794597,15.0
Banlieue Nord,2000.0,130.0,Tunisie-annonce TN,2809973,15.384615384615385
Banlieue Nord,3800.0,400.0,Tunisie-annonce TN,2642365,9.5
Ariana,850.0,74.0,Tunisie-annonce TN,2820622,11.486486486486486
Ariana,580.0,110.0,Tunisie-annonce TN,2831143,5.2727272727272725
Ben arous,750.0,138.0,Tunisie-annonce TN,2813468,5.434782608695652
Ben arous,16700.0,2000.0,Tunisie-annonce TN,2586719,8.35
Bardo,270.0,45.0,Tunisie-annonce TN,2809941,6.0
Bardo,220.0,45.0,Tunisie-annonce TN,2417520,4.888888888888889
Bizerte,100.0,100.0,Tunisie-annonce TN,2831190,1.0
Nabeul,120.0,66.0,Tunisie-annonce TN,2569805,1.8181818181818181
Banlieue Nord,700.0,120.0,Tunisie-annonce TN,2831181,5.833333333333333
Nabeul,9999.0,70.0,Tunisie-annonce TN,2831178,142.84285714285716
Banlieue Nord,600.0,60.0,Tunisie-annonce TN,2831174,10.0
Ariana,1050.0,140.0,Tunisie-annonce TN,2762419,7.5
Banlieue Nord,850.0,70.0,Tunisie-annonce TN,2831171,12.142857142857142
Banlieue Nord,1200.0,212.0,Tunisie-annonce TN,2831168,5.660377358490566
Monastir,15000.0,35.0,Tunisie-annonce TN,2831219,428.57142857142856
Ariana,650.0,65.0,Tunisie-annonce TN,2827124,10.0
Banlieue Nord,7300.0,450.0,Tunisie-annonce TN,2584903,16.22222222222222
Nabeul,9999.0,110.0,Tunisie-annonce TN,2831218,90.9
Ben arous,450.0,104.0,Tunisie-annonce TN,2821834,4.326923076923077
Ariana,200.0,60.0,Tunisie-annonce TN,2831217,3.3333333333333335
Ariana,100.0,90.0,Tunisie-annonce TN,2422230,1.1111111111111112
Ariana,100.0,150.0,Tunisie-annonce TN,2252818,0.6666666666666666
Sousse,1500.0,300.0,Tunisie-annonce TN,2519853,5.0
Ariana,180.0,90.0,Tunisie-annonce TN,2468451,2.0
Cite el khadra,1500.0,140.0,Tunisie-annonce TN,2823176,10.714285714285714
Ariana,12000.0,10000.0,Tunisie-annonce TN,2831212,1.2
Ben arous,520.0,98.0,Tunisie-annonce TN,2808278,5.3061224489795915
Ben arous,400.0,100.0,Tunisie-annonce TN,2828656,4.0
Mannouba,550.0,96.0,Tunisie-annonce TN,2831200,5.729166666666667
Banlieue Nord,2000.0,170.0,Tunisie-annonce TN,2790531,11.764705882352942
Ariana,120.0,180.0,Tunisie-annonce TN,1560611,0.6666666666666666
Ben arous,350.0,83.0,Tunisie-annonce TN,2831240,4.216867469879518
Ben arous,580.0,105.0,Tunisie-annonce TN,2825889,5.523809523809524
Ariana,110.0,130.0,Tunisie-annonce TN,2824055,0.8461538461538461
Ariana,110.0,150.0,Tunisie-annonce TN,2809284,0.7333333333333333
Nabeul,800.0,500.0,Tunisie-annonce TN,2805270,1.6
Nabeul,1300.0,90.0,Tunisie-annonce TN,2806706,14.444444444444445
Banlieue Nord,5000.0,1128.0,Tunisie-annonce TN,2806263,4.432624113475177
Banlieue Nord,1500.0,150.0,Tunisie-annonce TN,2826968,10.0
Ariana,1500.0,70.0,Tunisie-annonce TN,2826943,21.428571428571427
Banlieue Nord,1050.0,100.0,Tunisie-annonce TN,2819488,10.5
Bizerte,2000.0,297.0,Tunisie-annonce TN,2831230,6.734006734006734
Ben arous,470.0,110.0,Tunisie-annonce TN,2828998,4.2727272727272725
Ariana,750.0,50.0,Tunisie-annonce TN,2767013,15.0
Ariana,780.0,60.0,Tunisie-annonce TN,2774529,13.0
Tunis,1300.0,183.0,Tunisie-annonce TN,2754353,7.103825136612022
Ariana,550.0,30.0,Tunisie-annonce TN,2822680,18.333333333333332
Mahdia,100.0,80.0,Tunisie-annonce TN,2831260,1.25
Banlieue Nord,1200.0,100.0,Tunisie-annonce TN,2563083,12.0
Banlieue Nord,1000.0,100.0,Tunisie-annonce TN,2344636,10.0
Jendouba,800.0,80.0,Tunisie-annonce TN,1540310,10.0
Banlieue Nord,1200.0,70.0,Tunisie-annonce TN,2791863,17.142857142857142
Mahdia,100.0,80.0,Tunisie-annonce TN,2831259,1.25
Mahdia,700.0,120.0,Tunisie-annonce TN,2612436,5.833333333333333
Ariana,2600.0,180.0,Tunisie-annonce TN,2741683,14.444444444444445
Ariana,950.0,100.0,Tunisie-annonce TN,2767091,9.5
Ben arous,850.0,85.0,Tunisie-annonce TN,2794751,10.0
Sousse,550.0,85.0,Tunisie-annonce TN,2534163,6.470588235294118
Banlieue Nord,3000.0,190.0,Tunisie-annonce TN,2801570,15.789473684210526
Banlieue Nord,4400.0,310.0,Tunisie-annonce TN,2799723,14.193548387096774
Tunis,1200.0,105.0,Tunisie-annonce TN,2748705,11.428571428571429
Banlieue Nord,4500.0,234.0,Tunisie-annonce TN,2798015,19.23076923076923
Ariana,520.0,100.0,Tunisie-annonce TN,2830561,5.2
Ariana,470.0,80.0,Tunisie-annonce TN,2745599,5.875
Cite el khadra,780.0,70.0,Tunisie-annonce TN,2831294,11.142857142857142
Banlieue Nord,860.0,128.0,Tunisie-annonce TN,2831293,6.71875
Nabeul,99.0,75.0,Tunisie-annonce TN,2654583,1.32
Nabeul,99.0,75.0,Tunisie-annonce TN,2594293,1.32
Banlieue Nord,600.0,65.0,Tunisie-annonce TN,1259758,9.23076923076923
Ben arous,650.0,150.0,Tunisie-annonce TN,2702930,4.333333333333333
Ariana,940.0,100.0,Tunisie-annonce TN,2820175,9.4
Ariana,600.0,150.0,Tunisie-annonce TN,2764747,4.0
Ben arous,430.0,100.0,Tunisie-annonce TN,2831273,4.3
Cite el khadra,680.0,100.0,Tunisie-annonce TN,2831337,6.8
Tunis,1200.0,100.0,Tunisie-annonce TN,2830487,12.0
Ariana,2000.0,200.0,Tunisie-annonce TN,2794755,10.0
Ariana,950.0,165.0,Tunisie-annonce TN,2792038,5.757575757575758
Ariana,685.0,82.0,Tunisie-annonce TN,2831319,8.353658536585366
Ben arous,460.0,176.0,Tunisie-annonce TN,2831318,2.6136363636363638
Jendouba,300.0,30.0,Tunisie-annonce TN,2831316,10.0
Banlieue Nord,1200.0,100.0,Tunisie-annonce TN,2748715,12.0
Tunis,1200.0,100.0,Tunisie-annonce TN,2747424,12.0
Monastir,375.0,75.0,Tunisie-annonce TN,2821685,5.0
Monastir,250.0,60.0,Tunisie-annonce TN,2771514,4.166666666666667
Ariana,900.0,140.0,Tunisie-annonce TN,2793759,6.428571428571429
Ariana,1400.0,160.0,Tunisie-annonce TN,2795170,8.75
Ariana,700.0,100.0,Tunisie-annonce TN,2817108,7.0
Ariana,700.0,100.0,Tunisie-annonce TN,2817111,7.0
Banlieue Nord,860.0,128.0,Tunisie-annonce TN,2831290,6.71875
Banlieue Nord,1700.0,150.0,Tunisie-annonce TN,2704023,11.333333333333334
Banlieue Nord,4800.0,500.0,Tunisie-annonce TN,2794940,9.6
Banlieue Nord,1000.0,80.0,Tunisie-annonce TN,2801582,12.5
Ariana,560.0,59.0,Tunisie-annonce TN,2829524,9.491525423728813
Ariana,560.0,59.0,Tunisie-annonce TN,2829530,9.491525423728813
Ariana,1500.0,200.0,Tunisie-annonce TN,2455240,7.5
Jendouba,560.0,90.0,Tunisie-annonce TN,2597233,6.222222222222222
Tunis,2000.0,180.0,Tunisie-annonce TN,2756287,11.11111111111111
Bizerte,350.0,95.0,Tunisie-annonce TN,2831349,3.6842105263157894
Ariana,800.0,120.0,Tunisie-annonce TN,2821306,6.666666666666667
Ariana,900.0,65.0,Tunisie-annonce TN,2485038,13.846153846153847
Nabeul,5000.0,120.0,Tunisie-annonce TN,2820228,41.666666666666664
Ariana,1000.0,110.0,Tunisie-annonce TN,2826751,9.090909090909092
Ben arous,1200.0,500.0,Tunisie-annonce TN,2613854,2.4
Ben arous,700.0,150.0,Tunisie-annonce TN,2810280,4.666666666666667
Banlieue Nord,450.0,70.0,Tunisie-annonce TN,2831344,6.428571428571429
Ben arous,600.0,110.0,Tunisie-annonce TN,2821308,5.454545454545454
Cite el khadra,480.0,80.0,Tunisie-annonce TN,2803635,6.0
Tunis,850.0,100.0,Tunisie-annonce TN,2801411,8.5
Nabeul,3500.0,510.0,Tunisie-annonce TN,2831196,6.862745098039215
Jendouba,1000.0,80.0,Tunisie-annonce TN,2831367,12.5
Ariana,700.0,100.0,Tunisie-annonce TN,2821191,7.0
Ariana,850.0,220.0,Tunisie-annonce TN,2823833,3.8636363636363638
Ariana,790.0,60.0,Tunisie-annonce TN,2572835,13.166666666666666
Tunis,2200.0,185.0,Tunisie-annonce TN,2781280,11.891891891891891
Tunis,350.0,79.0,Tunisie-annonce TN,2825345,4.430379746835443
Ariana,230.0,180.0,Tunisie-annonce TN,2831356,1.2777777777777777
Ariana,900.0,80.0,Tunisie-annonce TN,2810525,11.25
Banlieue Nord,1200.0,100.0,Tunisie-annonce TN,2826088,12.0
Ariana,580.0,130.0,Tunisie-annonce TN,2811681,4.461538461538462
Tunis,1200.0,100.0,Tunisie-annonce TN,2830651,12.0
Mannouba,290.0,80.0,Tunisie-annonce TN,2822667,3.625
Mannouba,300.0,80.0,Tunisie-annonce TN,2811327,3.75
Nabeul,750.0,100.0,Tunisie-annonce TN,2831395,7.5
Banlieue Nord,2600.0,150.0,Tunisie-annonce TN,2747628,17.333333333333332
Ariana,1500.0,124.0,Tunisie-annonce TN,2750606,12.096774193548388
Ariana,1300.0,280.0,Tunisie-annonce TN,2799699,4.642857142857143
Banlieue Nord,800.0,52.0,Tunisie-annonce TN,2791146,15.384615384615385
Banlieue Nord,120.0,80.0,Tunisie-annonce TN,2415156,1.5
Nabeul,850.0,120.0,Tunisie-annonce TN,2831389,7.083333333333333
Nabeul,500.0,200.0,Tunisie-annonce TN,2357942,2.5
Bizerte,500.0,90.0,Tunisie-annonce TN,2527976,5.555555555555555
Ariana,700.0,100.0,Tunisie-annonce TN,2824488,7.0
Tunis,500.0,50.0,Tunisie-annonce TN,2802525,10.0
Tunis,800.0,100.0,Tunisie-annonce TN,2777778,8.0
Gabes,200.0,70.0,Tunisie-annonce TN,2587781,2.857142857142857
Ben arous,270.0,34.0,Tunisie-annonce TN,2821785,7.9411764705882355
Nabeul,2500.0,500.0,Tunisie-annonce TN,2776566,5.0
Ben arous,270.0,34.0,Tunisie-annonce TN,2820692,7.9411764705882355
Ben arous,450.0,80.0,Tunisie-annonce TN,2831415,5.625
Cite el khadra,650.0,75.0,Tunisie-annonce TN,2831414,8.666666666666666
Sousse,1200.0,180.0,Tunisie-annonce TN,2815791,6.666666666666667
Sousse,4000.0,180.0,Tunisie-annonce TN,2255074,22.22222222222222
Ariana,1800.0,250.0,Tunisie-annonce TN,2823959,7.2
Bardo,240.0,45.0,Tunisie-annonce TN,2317772,5.333333333333333
Sousse,1100.0,140.0,Tunisie-annonce TN,2790324,7.857142857142857
Sfax,350.0,70.0,Tunisie-annonce TN,2572113,5.0
Ariana,650.0,70.0,Tunisie-annonce TN,2778599,9.285714285714286
Ariana,500.0,40.0,Tunisie-annonce TN,2801720,12.5
Ariana,950.0,105.0,Tunisie-annonce TN,2815513,9.047619047619047
Ariana,750.0,100.0,Tunisie-annonce TN,2830693,7.5
Ben arous,350.0,250.0,Tunisie-annonce TN,2792419,1.4
Bizerte,600.0,180.0,Tunisie-annonce TN,2591020,3.3333333333333335
Tunis,900.0,65.0,Tunisie-annonce TN,2781227,13.846153846153847
Tunis,700.0,55.0,Tunisie-annonce TN,2822290,12.727272727272727
Tunis,470.0,40.0,Tunisie-annonce TN,2781220,11.75
Nabeul,500.0,500.0,Tunisie-annonce TN,2831454,1.0
Tunis,550.0,28.0,Tunisie-annonce TN,2828085,19.642857142857142
Tunis,230.0,100.0,Tunisie-annonce TN,2819914,2.3
Ariana,490.0,60.0,Tunisie-annonce TN,2813276,8.166666666666666
Nabeul,700.0,180.0,Tunisie-annonce TN,2803589,3.888888888888889
Ben arous,270.0,34.0,Tunisie-annonce TN,2818150,7.9411764705882355
Beja,300.0,50.0,Tunisie-annonce TN,2618270,6.0
Ariana,650.0,90.0,Tunisie-annonce TN,2824254,7.222222222222222
Ariana,122.0,140.0,Tunisie-annonce TN,2803255,0.8714285714285714
Sousse,750.0,75.0,Tunisie-annonce TN,2630952,10.0
Mannouba,380.0,50.0,Tunisie-annonce TN,2821755,7.6
Jendouba,560.0,70.0,Tunisie-annonce TN,2232528,8.0
Ariana,1200.0,100.0,Tunisie-annonce TN,2802421,12.0
Nabeul,600.0,80.0,Tunisie-annonce TN,2818193,7.5
Ariana,480.0,51.0,Tunisie-annonce TN,2831474,9.411764705882353
Tunis,750.0,75.0,Tunisie-annonce TN,2830306,10.0
Sousse,600.0,43.0,Tunisie-annonce TN,2782966,13.953488372093023
Sfax,600.0,200.0,Tunisie-annonce TN,2814757,3.0
Ariana,2500.0,350.0,Tunisie-annonce TN,2799768,7.142857142857143
Gabes,350.0,167.0,Tunisie-annonce TN,2591849,2.095808383233533
Tunis,350.0,70.0,Tunisie-annonce TN,2831471,5.0
Ariana,300.0,70.0,Tunisie-annonce TN,2831461,4.285714285714286
Ariana,100.0,130.0,Tunisie-annonce TN,896412,0.7692307692307693
Nabeul,500.0,200.0,Tunisie-annonce TN,2822505,2.5
Ben arous,600.0,150.0,Tunisie-annonce TN,2813956,4.0
Sousse,100.0,100.0,Tunisie-annonce TN,2812814,1.0
Sousse,300.0,90.0,Tunisie-annonce TN,2548763,3.3333333333333335
Bardo,350.0,35.0,Tunisie-annonce TN,2826399,10.0
Ariana,1000.0,100.0,Tunisie-annonce TN,2632637,10.0
Banlieue Nord,1150.0,160.0,Tunisie-annonce TN,2812956,7.1875
Ben arous,600.0,110.0,Tunisie-annonce TN,2813147,5.454545454545454
Ben arous,600.0,150.0,Tunisie-annonce TN,2824383,4.0
Banlieue Nord,1200.0,100.0,Tunisie-annonce TN,2830506,12.0
Beja,600.0,65.0,Tunisie-annonce TN,2831483,9.23076923076923
Sousse,350.0,65.0,Tunisie-annonce TN,2824808,5.384615384615385
Sfax,290.0,35.0,Tunisie-annonce TN,2573375,8.285714285714286
Tunis,1700.0,50.0,Tunisie-annonce TN,2746251,34.0
Ariana,92.0,100.0,Tunisie-annonce TN,2272992,0.92
Sfax,395.0,70.0,Tunisie-annonce TN,2572666,5.642857142857143
Banlieue Nord,120.0,69.0,Tunisie-annonce TN,2677736,1.7391304347826086
Banlieue Nord,130.0,71.0,Tunisie-annonce TN,2663010,1.8309859154929577
Ariana,91.0,150.0,Tunisie-annonce TN,2315181,0.6066666666666667
Banlieue Nord,130.0,75.0,Tunisie-annonce TN,2722647,1.7333333333333334
Banlieue Nord,150.0,50.0,Tunisie-annonce TN,2812007,3.0
Tunis,950.0,119.0,Tunisie-annonce TN,2820219,7.983193277310924
Sfax,700.0,169.0,Tunisie-annonce TN,2828630,4.1420118343195265
Ariana,590.0,75.0,Tunisie-annonce TN,2787314,7.866666666666666
Sfax,1500.0,45.0,Tunisie-annonce TN,2577312,33.333333333333336
Ariana,900.0,100.0,Tunisie-annonce TN,2425982,9.0
Bizerte,650.0,80.0,Tunisie-annonce TN,2749449,8.125
Nabeul,350.0,60.0,Tunisie-annonce TN,2416230,5.833333333333333
Tunis,140.0,100.0,Tunisie-annonce TN,2391280,1.4
Banlieue Nord,160.0,130.0,Tunisie-annonce TN,2526725,1.2307692307692308
Banlieue Nord,130.0,50.0,Tunisie-annonce TN,2230565,2.6
Ben arous,750.0,200.0,Tunisie-annonce TN,2813400,3.75
Ariana,100.0,120.0,Tunisie-annonce TN,1135978,0.8333333333333334
Sousse,1450.0,170.0,Tunisie-annonce TN,2783285,8.529411764705882
Ariana,1200.0,56.0,Tunisie-annonce TN,2831515,21.428571428571427
Sousse,550.0,108.0,Tunisie-annonce TN,2831514,5.092592592592593
Tunis,380.0,30.0,Tunisie-annonce TN,2820495,12.666666666666666
Tunis,280.0,20.0,Tunisie-annonce TN,2803453,14.0
Nabeul,900.0,180.0,Tunisie-annonce TN,2820755,5.0
Ariana,850.0,110.0,Tunisie-annonce TN,2803456,7.7272727272727275
Mannouba,470.0,75.0,Tunisie-annonce TN,2830626,6.266666666666667
Ben arous,330.0,70.0,Tunisie-annonce TN,2776160,4.714285714285714
Banlieue Nord,800.0,100.0,Tunisie-annonce TN,2831532,8.0
Tunis,1650.0,105.0,Tunisie-annonce TN,2831513,15.714285714285714
Banlieue Nord,1650.0,105.0,Tunisie-annonce TN,2831521,15.714285714285714
Nabeul,125.0,150.0,Tunisie-annonce TN,1536086,0.8333333333333334
Ariana,1300.0,130.0,Tunisie-annonce TN,2827182,10.0
Nabeul,100.0,80.0,Tunisie-annonce TN,2357863,1.25
Mannouba,850.0,155.0,Tunisie-annonce TN,2831529,5.483870967741935
Banlieue Nord,3500.0,250.0,Tunisie-annonce TN,2809963,14.0
Banlieue Nord,1800.0,100.0,Tunisie-annonce TN,2573586,18.0
Banlieue Nord,2500.0,130.0,Tunisie-annonce TN,2783536,19.23076923076923
Nabeul,450.0,90.0,Tunisie-annonce TN,2810298,5.0
Mahdia,700.0,220.0,Tunisie-annonce TN,2737992,3.1818181818181817
Ben arous,450.0,70.0,Tunisie-annonce TN,2822589,6.428571428571429
Ariana,9000.0,800.0,Tunisie-annonce TN,2744587,11.25
Bizerte,400.0,100.0,Tunisie-annonce TN,2829749,4.0
Bizerte,550.0,200.0,Tunisie-annonce TN,2701117,2.75
Nabeul,120.0,125.0,Tunisie-annonce TN,2201597,0.96
Jendouba,150.0,110.0,Tunisie-annonce TN,2776834,1.3636363636363635
Banlieue Nord,4000.0,800.0,Tunisie-annonce TN,2827518,5.0
Banlieue Nord,4200.0,750.0,Tunisie-annonce TN,2827502,5.6
Tunis,950.0,155.0,Tunisie-annonce TN,2831555,6.129032258064516
Nabeul,450.0,150.0,Tunisie-annonce TN,2831554,3.0
Ben arous,700.0,100.0,Tunisie-annonce TN,2831553,7.0
Ben arous,750.0,50.0,Tunisie-annonce TN,2823289,15.0
Ariana,1800.0,70.0,Tunisie-annonce TN,490066,25.714285714285715
Nabeul,150.0,120.0,Tunisie-annonce TN,2367301,1.25
Nabeul,1000.0,200.0,Tunisie-annonce TN,2799787,5.0
Sousse,750.0,130.0,Tunisie-annonce TN,2770273,5.769230769230769
Tunis,12000.0,110.0,Tunisie-annonce TN,2765483,109.0909090909091
Ariana,100.0,120.0,Tunisie-annonce TN,1271910,0.8333333333333334
Ariana,130.0,180.0,Tunisie-annonce TN,1585452,0.7222222222222222
Ariana,1000.0,135.0,Tunisie-annonce TN,2769860,7.407407407407407
Ariana,1000.0,130.0,Tunisie-annonce TN,2827189,7.6923076923076925
Ben arous,900.0,85.0,Tunisie-annonce TN,2754851,10.588235294117647
Ben arous,500.0,85.0,Tunisie-annonce TN,2820411,5.882352941176471
Ben arous,650.0,120.0,Tunisie-annonce TN,2831496,5.416666666666667
Sousse,600.0,120.0,Tunisie-annonce TN,2587207,5.0
Sfax,500.0,145.0,Tunisie-annonce TN,2808136,3.4482758620689653
Tunis,2250.0,350.0,Tunisie-annonce TN,2831557,6.428571428571429
Mannouba,350.0,60.0,Tunisie-annonce TN,2819779,5.833333333333333
Bizerte,600.0,80.0,Tunisie-annonce TN,2723599,7.5
Monastir,100.0,90.0,Tunisie-annonce TN,2831556,1.1111111111111112
Sfax,1000.0,650.0,Tunisie-annonce TN,2825948,1.5384615384615385
Bizerte,350.0,120.0,Tunisie-annonce TN,2800750,2.9166666666666665
Bizerte,2500.0,350.0,Tunisie-annonce TN,2677583,7.142857142857143
