,Country,Price
2126,Ariana,500.0
2133,Ariana,800.0
2135,Ben arous,470.0
2136,Ben arous,450.0
2142,Banlieue Nord,4000.0
2148,Nabeul,100.0
2154,Ben arous,600.0
2156,Monastir,350.0
2161,Nabeul,100.0
2183,Nabeul,100.0
2184,Nabeul,120.0
2191,Sousse,60.0
2196,Banlieue Nord,2500.0
2197,Nabeul,200.0
2199,Banlieue Nord,400.0
2204,Sousse,430.0
2209,Ariana,0.0
2220,Tunis,750.0
2222,Sousse,130.0
2227,Gafsa,150.0
2233,Mahdia,80.0
2242,Sousse,250.0
2244,Ariana,500.0
2245,Banlieue Nord,1500.0
2247,Banlieue Nord,1600.0
2249,Nabeul,140.0
2284,Nabeul,160.0
2286,Sfax,500.0
2290,Nabeul,130.0
2292,Ben arous,550.0
2295,Banlieue Nord,2800.0
2297,Tunis,600.0
2300,Banlieue Nord,4400.0
2303,Mannouba,600.0
2304,Ben arous,500.0
2305,Banlieue Nord,4000.0
2306,Sousse,100.0
2309,Banlieue Nord,450.0
2311,Banlieue Nord,4000.0
2313,Banlieue Nord,2200.0
2314,Banlieue Nord,700.0
2317,Ben arous,300.0
2318,Banlieue Nord,1700.0
2320,Banlieue Nord,750.0
2321,Nabeul,13333.0
2325,Ariana,650.0
2327,Ariana,850.0
2330,Monastir,123.0
2332,Banlieue Nord,5000.0
2334,Ariana,1800.0
2336,Banlieue Nord,1900.0
2337,Ariana,9000.0
2340,Banlieue Nord,2500.0
2342,Ariana,600.0
2343,Banlieue Nord,1000.0
2344,Banlieue Nord,1800.0
2345,Sousse,900.0
2346,Sousse,100.0
2347,Banlieue Nord,750.0
2349,Tunis,600.0
2350,Banlieue Nord,1280.0
2352,Mannouba,900.0
2354,Tunis,600.0
2357,Cite el khadra,1500.0
2359,Monastir,670.0
2360,Ariana,900.0
2361,Ariana,1000.0
2362,Banlieue Nord,1600.0
2364,Ariana,650.0
2366,Ben arous,220.0
2367,Tunis,1100.0
2370,Ariana,680.0
2372,Banlieue Nord,1500.0
2373,Ariana,900.0
2377,Ariana,2500.0
2380,Ariana,700.0
2382,Sousse,140.0
2384,Banlieue Nord,1200.0
2386,Banlieue Nord,1350.0
2388,Nabeul,120.0
2390,Banlieue Nord,2800.0
2391,Ariana,430.0
2394,Ariana,500.0
2407,Ariana,80.0
2409,Mannouba,500.0
2410,Ben arous,430.0
2412,Nabeul,500.0
2414,Ariana,1500.0
2416,Sousse,500.0
2417,Cite el khadra,500.0
2419,Nabeul,400.0
2425,Ariana,650.0
2428,Banlieue Nord,1000.0
2430,Banlieue Nord,1400.0
2432,Nabeul,420.0
2434,Tunis,1300.0
2436,Sfax,450.0
2437,Ariana,650.0
2438,Bizerte,350.0
2440,Banlieue Nord,3500.0
2442,Ariana,1700.0
2445,Banlieue Nord,1000.0
2446,Ben arous,1200.0
2449,Ariana,1000.0
2451,Tunis,950.0
2453,Banlieue Nord,4000.0
2454,Tozeur,0.0
2456,Ariana,1250.0
2458,Ariana,900.0
2459,Ariana,1300.0
2461,Ariana,800.0
2462,Banlieue Nord,2000.0
2464,Gabes,300.0
2467,Banlieue Nord,1500.0
2470,Ben arous,500.0
2471,Banlieue Nord,1150.0
2474,Sfax,470.0
2475,Ariana,0.0
2478,Ariana,750.0
2479,Sousse,650.0
2481,Banlieue Nord,3000.0
2483,Banlieue Nord,1500.0
2484,Tunis,90.0
2486,Banlieue Nord,3200.0
2489,Sousse,400.0
2492,Sfax,650.0
2494,Banlieue Nord,1000.0
2495,Tunis,1200.0
2499,Banlieue Nord,1300.0
2501,Nabeul,110.0
2505,Banlieue Nord,2500.0
2507,Nabeul,100.0
2509,Mannouba,950.0
2512,Sousse,140.0
2513,Nabeul,700.0
2516,Tunis,950.0
2520,Sousse,500.0
2522,Ariana,700.0
2523,Banlieue Nord,1500.0
2525,Banlieue Nord,3325.0
2527,Ariana,360.0
2529,Ben arous,625.0
2531,Ariana,750.0
2532,Ariana,420.0
2533,Banlieue Nord,3750.0
2536,Banlieue Nord,1500.0
2538,Banlieue Nord,1500.0
2540,Banlieue Nord,350.0
2541,Ariana,1300.0
2543,Nabeul,150.0
2544,Banlieue Nord,2000.0
2545,Ben arous,500.0
2547,Banlieue Nord,1900.0
2548,Sousse,80.0
2552,Banlieue Nord,3500.0
2556,Banlieue Nord,1700.0
2560,Banlieue Nord,3500.0
2561,Ben arous,650.0
2563,Nabeul,4000.0
2564,Cite el khadra,650.0
2567,Sousse,730.0
2568,Banlieue Nord,2800.0
2570,Sousse,1200.0
2573,Banlieue Nord,3700.0
2575,Tunis,800.0
2579,Tunis,1600.0
2581,Ariana,350.0
2582,Ben arous,700.0
2583,Banlieue Nord,2300.0
2585,Tunis,0.0
2589,Bardo,300.0
2590,Banlieue Nord,2500.0
2592,Banlieue Nord,940.0
2593,Sousse,150.0
2594,Ben arous,760.0
2597,Banlieue Nord,750.0
2598,Sfax,850.0
2599,Banlieue Nord,750.0
2601,Sousse,600.0
2604,Nabeul,110.0
2607,Banlieue Nord,1100.0
2610,Banlieue Nord,1200.0
2612,Tunis,1200.0
2614,Banlieue Nord,2500.0
2615,Ariana,800.0
2616,Banlieue Nord,1200.0
2620,Sousse,160.0
2623,Nabeul,1500.0
2624,Tunis,1400.0
2626,Ben arous,650.0
2628,Banlieue Nord,925.0
2630,Banlieue Nord,1600.0
2632,Ariana,1300.0
2633,Tunis,2800.0
2635,Cite el khadra,1200.0
2636,Ariana,900.0
2637,Banlieue Nord,1550.0
2639,Ariana,770.0
2642,Ben arous,1000.0
2644,Banlieue Nord,3500.0
2646,Ariana,1500.0
2648,Banlieue Nord,1350.0
2649,Banlieue Nord,1200.0
2652,Banlieue Nord,3200.0
2653,Tunis,3800.0
2656,Bizerte,500.0
2657,Tunis,1700.0
2658,Ariana,1700.0
2660,Banlieue Nord,1250.0
2661,Sousse,1300.0
2664,Ariana,100.0
2665,Banlieue Nord,4000.0
2666,Banlieue Nord,1060.0
2667,Nabeul,3500.0
2668,Ben arous,1300.0
2669,Banlieue Nord,8000.0
2670,Ben arous,550.0
2671,Banlieue Nord,2300.0
2672,Ariana,370.0
2673,Ben arous,760.0
2674,Sousse,750.0
2675,Tunis,700.0
2683,Sousse,550.0
2686,Nabeul,100.0
2688,Sfax,450.0
2695,Ariana,650.0
2696,Banlieue Nord,3000.0
2698,Ariana,340.0
2700,Tunis,1550.0
2702,Ariana,1100.0
2703,Banlieue Nord,2500.0
2704,Nabeul,99.0
2706,Sousse,750.0
2709,Banlieue Nord,4000.0
2711,Bizerte,60.0
2713,Ben arous,250.0
2714,Ben arous,600.0
2715,Ariana,1800.0
2718,Banlieue Nord,2600.0
2719,Ben arous,380.0
2720,Ben arous,450.0
2722,Bardo,350.0
2723,Banlieue Nord,5000.0
2725,Banlieue Nord,850.0
2726,Mannouba,450.0
2728,Ben arous,550.0
2729,Sousse,0.0
2730,Kef,0.0
2733,Banlieue Nord,3000.0
2734,Nabeul,120.0
2735,Ben arous,650.0
2736,Banlieue Nord,4000.0
2737,Ariana,950.0
2738,Ariana,650.0
2743,Ariana,75.0
2744,Mahdia,250.0
2752,Banlieue Nord,550.0
2753,Sousse,1500.0
2754,Tunis,700.0
2756,Banlieue Nord,800.0
2758,Tunis,900.0
2761,Nabeul,160.0
2762,Banlieue Nord,900.0
2763,Ariana,80000.0
2764,Nabeul,250.0
2765,Tunis,750.0
2766,Nabeul,100.0
2767,Sousse,520.0
2769,Banlieue Nord,2400.0
2772,Banlieue Nord,2500.0
2774,Ben arous,420.0
2777,Nabeul,525.0
2779,Banlieue Nord,4500.0
2780,Mannouba,450.0
2782,Banlieue Nord,2500.0
2784,Nabeul,120.0
2786,Banlieue Nord,1350.0
2788,Nabeul,210.0
2789,Sousse,350.0
2790,Ben arous,750.0
2793,Banlieue Nord,650.0
2794,Nabeul,490.0
2797,Sousse,550.0
2798,Nabeul,80.0
2801,Banlieue Nord,1600.0
2802,Tunis,1800.0
2803,Banlieue Nord,700.0
2804,Ariana,650.0
2805,Sousse,1200.0
2807,Ariana,700.0
2808,Nabeul,200.0
2809,Mahdia,600.0
2810,Bardo,700.0
2811,Ben arous,500.0
2814,Sousse,600.0
2815,Sfax,430.0
2816,Banlieue Nord,1000.0
2818,Ariana,1500.0
2819,Banlieue Nord,1600.0
2820,Bizerte,350.0
2821,Banlieue Nord,2200.0
2822,Sfax,400.0
2823,Ariana,8900.0
2824,Tunis,350.0
2825,Sousse,650.0
2827,Ben arous,1100.0
2830,Ben arous,700.0
2831,Tunis,2700.0
2833,Nabeul,170.0
2834,Monastir,0.0
2835,Ariana,750.0
2837,Ariana,500.0
2838,Ariana,0.0
2839,Sousse,400.0
2840,Ariana,450.0
2841,Nabeul,350.0
2842,Tunis,700.0
2843,Banlieue Nord,2000.0
2844,Sousse,200.0
2845,Tunis,800.0
2846,Mannouba,250.0
2847,Nabeul,800.0
2848,Banlieue Nord,1800.0
2849,Ben arous,500.0
2850,Banlieue Nord,0.0
2851,Banlieue Nord,1200.0
2852,Mannouba,0.0
2853,Nabeul,90.0
2854,Tunis,1300.0
2856,Banlieue Nord,1000.0
2857,Sousse,350.0
2858,Ariana,750.0
2859,Tunis,500.0
2860,Ben arous,490.0
2862,Banlieue Nord,800.0
2863,Tunis,1200.0
2864,Banlieue Nord,950.0
2865,Banlieue Nord,1500.0
2866,Tunis,700.0
2867,Banlieue Nord,1200.0
2868,Ariana,1100.0
2869,Banlieue Nord,2500.0
2870,Cite el khadra,1200.0
2871,Banlieue Nord,8000.0
2872,Ben arous,1200.0
2873,Ariana,1500.0
2874,Banlieue Nord,2200.0
2875,Banlieue Nord,6000.0
2876,Ben arous,1200.0
2877,Ben arous,660.0
2878,Ariana,1200.0
2879,Tunis,950.0
2880,Bardo,4000.0
2881,Banlieue Nord,2700.0
2882,Ariana,800.0
2883,Ben arous,750.0
2884,Banlieue Nord,1800.0
2885,Cite el khadra,500.0
2886,Ben arous,625.0
2887,Tunis,450.0
2888,Tunis,1400.0
2889,Banlieue Nord,2600.0
2890,Banlieue Nord,850.0
2891,Banlieue Nord,950.0
2892,Banlieue Nord,950.0
2893,Ariana,650.0
2894,Tunis,1200.0
2895,Banlieue Nord,950.0
2896,Nabeul,130.0
2897,Sfax,580.0
2898,Banlieue Nord,1500.0
2899,Ben arous,500.0
2900,Banlieue Nord,1100.0
2901,Ariana,650.0
2902,Banlieue Nord,1200.0
2904,Bardo,150.0
2905,Banlieue Nord,3400.0
2907,Tunis,500.0
2908,Tunis,1000.0
2909,Tunis,750.0
2910,Sousse,500.0
2911,Ariana,950.0
2912,Nabeul,0.0
2913,Ariana,1000.0
2914,Ben arous,570.0
2916,Nabeul,950.0
2917,Nabeul,1.0
2918,Monastir,350.0
2919,Ariana,750.0
2920,Banlieue Nord,620.0
2921,Ariana,0.0
2922,Tunis,150.0
2930,Nabeul,2400.0
2931,Nabeul,130.0
2932,Sousse,600.0
2934,Mannouba,550.0
2935,Sousse,0.0
2937,Sfax,800.0
2938,Sousse,0.0
2941,Banlieue Nord,3500.0
2942,Sfax,330.0
2943,Banlieue Nord,50.0
2944,Sfax,1200.0
2945,Nabeul,0.0
2946,Nabeul,0.0
2947,Nabeul,0.0
2948,Ariana,900.0
2951,Tunis,280.0
2953,Tunis,450.0
2954,Tunis,2200.0
2957,Banlieue Nord,3400.0
2960,Ariana,480.0
2961,Ariana,450.0
2962,Tunis,600.0
2963,Ben arous,160000.0
2967,Mahdia,24503696.0
2968,Ben arous,650.0
2970,Sousse,450.0
2971,Bizerte,400.0
2972,Ben arous,350.0
2973,Ben arous,350.0
2974,Sfax,0.0
2975,Tunis,650.0
2977,Mahdia,100.0
2978,Sfax,0.0
2980,Monastir,500.0
2981,Nabeul,0.0
2983,Banlieue Nord,5500.0
2984,Nabeul,600.0
2986,Ariana,60.0
2987,Tunis,500000.0
2988,Sousse,650.0
2989,Sousse,550.0
2991,Tunis,360.0
2994,Ariana,175.0
2997,Ben arous,350.0
2998,Sousse,280.0
2999,Tunis,350.0
3000,Nabeul,2400.0
3001,Tunis,1200.0
3006,Sousse,250.0
3007,Sousse,250.0
3009,Sousse,1300.0
3010,Nabeul,8800.0
3011,Monastir,80.0
3012,Mannouba,450.0
3014,Nabeul,0.0
3016,Banlieue Nord,1800.0
3020,Sousse,1300.0
3021,Nabeul,0.0
3023,Ariana,650.0
3024,Banlieue Nord,1000.0
3025,Ariana,40.0
3026,Sousse,80.0
3029,Sousse,450.0
3030,Nabeul,750.0
3031,Tunis,380.0
3033,Nabeul,750.0
3035,Nabeul,0.0
3037,Sousse,1300.0
3038,Nabeul,0.0
3039,Sousse,120.0
3041,Sousse,150.0
3043,Sousse,150.0
3045,Sousse,1300.0
3046,Ariana,1100.0
3047,Sousse,550.0
3050,Sfax,450.0
3051,Banlieue Nord,70.0
3053,Sousse,1300.0
3054,Banlieue Nord,1500.0
3057,Sfax,0.0
3062,Ariana,580.0
3064,Banlieue Nord,720.0
3066,Banlieue Nord,10.0
3068,Tunis,450.0
3069,Ariana,600.0
3070,Sousse,500.0
3071,Banlieue Nord,450000.0
3072,Ben arous,850.0
3073,Banlieue Nord,1500.0
3078,Sfax,500.0
3079,Bizerte,750.0
3080,Sousse,250.0
3081,Nabeul,2200.0
3083,Mahdia,0.0
3085,Sousse,500.0
3086,Gabes,300.0
3087,Tunis,410.0
3088,Ben arous,650.0
3089,Tunis,0.0
3090,Ben arous,600.0
3091,Tunis,500.0
3094,Ariana,680.0
3095,Kairouan,150.0
3096,Mannouba,310.0
3097,Banlieue Nord,950.0
3098,Ben arous,600.0
3099,Sousse,300.0
3100,Ariana,0.0
3101,Tunis,250.0
3104,Ben arous,350.0
3105,Banlieue Nord,850.0
3106,Nabeul,1600.0
3109,Nabeul,1500.0
3117,Tunis,750.0
3118,Ariana,850.0
3119,Ben arous,650.0
3120,Sousse,840.0
3122,Sfax,350.0
3123,Sousse,0.0
3125,Banlieue Nord,0.0
3126,Mahdia,140.0
3127,Sousse,750.0
3129,Monastir,380.0
3130,Ariana,70.0
3131,Tunis,250.0
3132,Ariana,1150.0
3135,Sfax,330.0
3138,Monastir,450.0
3139,Sousse,500.0
3140,Banlieue Nord,600.0
3143,Monastir,60.0
3145,Ariana,80000.0
3148,Monastir,0.0
3149,Sousse,120.0
3150,Ben arous,760.0
3151,Ariana,750.0
3154,Djerba,0.0
3156,Banlieue Nord,1300.0
3157,Sousse,250.0
3159,Sousse,2200.0
3160,Tunis,700.0
3161,Sousse,1200.0
3162,Ariana,750.0
3163,Banlieue Nord,850.0
3168,Sousse,1400.0
3170,Tunis,450.0
3171,Banlieue Nord,0.0
3173,Sfax,450.0
3174,Tunis,0.0
3175,Nabeul,120.0
3177,Monastir,0.0
3181,Mahdia,100.0
3182,Ariana,430.0
3183,Sousse,150.0
3184,Banlieue Nord,3500.0
3186,Tunis,250.0
3187,Nabeul,1200000.0
3189,Ariana,380.0
3190,Sousse,700.0
3191,Nabeul,6000.0
3192,Bizerte,300.0
3193,Nabeul,140.0
3195,Nabeul,0.0
3196,Kairouan,260.0
3197,Ariana,800.0
3200,Tunis,400.0
3202,Ben arous,1.0
3203,Gabes,0.0
3205,,0.0
3206,Sfax,550.0
3207,Tunis,0.0
3208,Ben arous,470.0
3209,Mahdia,100.0
3210,Monastir,70.0
3212,Tunis,3500.0
3214,Mannouba,0.0
3217,Sousse,110.0
3219,,100.0
3221,Gabes,0.0
3222,Tunis,750.0
3228,Ariana,600.0
3229,Tunis,400.0
3230,Ben arous,600.0
3232,Tunis,0.0
3237,Monastir,380.0
3238,Banlieue Nord,900.0
3241,Sousse,350.0
3242,Tunis,1200.0
3244,Sousse,0.0
3246,Banlieue Nord,70.0
3247,Ben arous,800.0
3249,Nabeul,4800.0
3250,Ariana,900.0
3253,Ben arous,1300.0
3254,Mannouba,165.0
3258,Ariana,750.0
3259,Djerba,0.0
3260,Djerba,0.0
3263,Tunis,0.0
3264,Sousse,0.0
3265,Sousse,800.0
3266,Sfax,240.0
3269,,0.0
3270,Sfax,35.0
3272,Ariana,120.0
3273,Ariana,300.0
3274,Ariana,1500.0
3275,Bardo,300.0
3278,Sfax,700.0
3279,Sousse,2000.0
3281,Bardo,650.0
3282,Nabeul,350.0
3284,Sousse,600.0
3285,Nabeul,200.0
3286,Tunis,500.0
3288,Sfax,200.0
3291,Ariana,280.0
3292,Ariana,600.0
3293,Ben arous,570.0
3294,Tunis,3200.0
3295,Ariana,200.0
3296,Sousse,300.0
3297,Sousse,0.0
3298,Ariana,0.0
3299,Tunis,2400.0
3300,Ariana,525.0
3301,Sousse,1200.0
3303,Ariana,580.0
3304,Bizerte,500.0
3305,Ariana,850.0
3306,Nabeul,0.0
3308,Ben arous,680.0
3311,Ben arous,750.0
3313,Sousse,550.0
3314,Monastir,1000.0
3315,Ariana,2000.0
3316,Banlieue Nord,2500.0
3317,Nabeul,130.0
3318,Mahdia,0.0
3319,Tunis,600.0
3321,Nabeul,200.0
3322,Monastir,0.0
3323,Jendouba,120.0
3324,Nabeul,2900.0
3325,Banlieue Nord,1800.0
3328,Ariana,800.0
3329,Ariana,800.0
3332,Ariana,850.0
3333,Nabeul,1100.0
3334,Banlieue Nord,1500.0
3335,Ariana,950.0
3337,Ben arous,480.0
3338,Nabeul,0.0
3341,Sousse,130.0
3342,Mannouba,650.0
3343,Nabeul,80.0
3344,Banlieue Nord,85.0
3345,Banlieue Nord,400.0
3348,Nabeul,0.0
3349,Sousse,400.0
3351,Nabeul,1600.0
3352,Sousse,1200.0
3354,Ben arous,800.0
3355,Nabeul,550.0
3356,Tunis,650.0
3357,Ariana,500.0
3358,Ben arous,450.0
3360,Banlieue Nord,1500.0
3363,Ben arous,680.0
3364,Sousse,1500.0
3365,Nabeul,100.0
3366,Ben arous,600.0
3367,Sousse,800.0
3368,Sousse,0.0
3369,Tunis,650.0
3370,Tunis,100.0
3371,Ariana,380.0
3372,Ben arous,350.0
3374,Ariana,0.0
3375,Tunis,850.0
3377,Sousse,0.0
3380,Sfax,750.0
3383,Ariana,830.0
3384,Ben arous,350.0
3386,Nabeul,600.0
3388,Sousse,0.0
3389,Ariana,1400.0
3390,Ariana,750.0
3391,Ben arous,770.0
3393,Tunis,1000.0
3394,Tunis,850.0
3395,Banlieue Nord,1400.0
3398,Mannouba,150.0
3402,Ben arous,0.0
3403,Gafsa,520.0
3404,Bardo,600.0
3406,Ariana,735.0
3407,Ariana,0.0
3408,Ariana,550.0
3409,Sfax,700.0
3412,Ben arous,250.0
3413,Banlieue Nord,2075.0
3414,Ariana,1100.0
3417,Nabeul,80.0
3418,Sfax,380.0
3421,Nabeul,5000.0
3422,Ariana,450.0
3427,Nabeul,120.0
3429,Nabeul,80.0
3432,Sfax,0.0
3433,Nabeul,200000.0
3435,Banlieue Nord,1000.0
3436,Tunis,450.0
3437,Ben arous,850.0
3438,Nabeul,0.0
3439,Ariana,800.0
3443,Banlieue Nord,1200.0
3445,Nabeul,7200.0
3446,Nabeul,1.0
3449,Sousse,200.0
3450,Gabes,0.0
3454,Ben arous,250.0
3455,Nabeul,120.0
3457,Nabeul,120.0
3458,Sfax,0.0
3459,Tunis,450.0
3460,Ariana,450.0
3465,Banlieue Nord,2800.0
3466,Sousse,80.0
3467,Nabeul,200.0
3468,Tunis,1100.0
3469,Ariana,650.0
3470,Monastir,310.0
3473,Tunis,850.0
3474,Monastir,0.0
3475,Ariana,0.0
3476,Monastir,500.0
3478,Ben arous,370.0
3480,Ariana,1000.0
3481,Nabeul,700.0
3482,Sousse,400.0
3483,Ariana,1700.0
3486,Nabeul,4000.0
3488,Ariana,600.0
3489,Ariana,1200.0
3491,Ben arous,470.0
3492,Sousse,450.0
3493,Tunis,400.0
3494,Sousse,350.0
3496,Sousse,1300.0
3497,Ariana,0.0
3498,Sfax,400.0
3499,Ariana,1200.0
3500,Tunis,120.0
3501,Ariana,900.0
3502,Tunis,0.0
3503,Banlieue Nord,1700.0
3506,Nabeul,70.0
3507,Ben arous,680.0
3508,Tunis,800.0
3509,Ariana,2000.0
3510,Ariana,600.0
3511,Tunis,200.0
3512,Sousse,0.0
3513,Banlieue Nord,850.0
3515,Ariana,1200.0
3516,Sousse,1000.0
3517,Mahdia,650.0
3519,Nabeul,1000.0
3521,Ariana,600.0
3523,Tunis,350.0
3524,Sfax,500.0
3527,Nabeul,100.0
3528,Sousse,550.0
3529,Sousse,1000.0
3530,Sousse,1000.0
3531,Ariana,750.0
3532,Nabeul,100.0
3533,Ariana,1700.0
3538,Nabeul,0.0
3539,Ben arous,600.0
3541,Ariana,75.0
3544,Banlieue Nord,0.0
3545,Gafsa,500.0
3546,Nabeul,120.0
3547,Sousse,550.0
3548,Sousse,800.0
3549,Ariana,650.0
3550,Mannouba,0.0
3551,Sousse,850.0
3553,Ariana,850.0
3554,Ben arous,450.0
3555,Ariana,1300.0
3556,Tunis,420.0
3558,Banlieue Nord,1350.0
3559,Tunis,650.0
3560,Nabeul,1325.0
3561,Banlieue Nord,1300.0
3562,Jendouba,120.0
3563,Ariana,1500.0
3566,Sousse,60.0
3568,Sousse,450.0
3569,Nabeul,90.0
3570,Ariana,570.0
3571,Ben arous,750.0
3573,Mannouba,400.0
3574,Ariana,70.0
3575,Ariana,800.0
3576,Tunis,0.0
3577,Jendouba,80.0
3579,Ariana,550.0
3580,Sousse,450.0
3581,Ariana,1150.0
3582,Ariana,0.0
3583,Bizerte,60.0
3585,Nabeul,0.0
3588,Ariana,1700.0
3589,Ben arous,650.0
3593,Tunis,0.0
3595,Nabeul,1200.0
3597,Djerba,400.0
3598,Sousse,150.0
3599,Tunis,600.0
3600,Ben arous,600.0
3601,Ariana,500.0
3603,Ariana,675.0
3604,Ben arous,750.0
3605,Ariana,640.0
3607,Ben arous,600.0
3608,Sousse,500.0
3610,Sousse,500.0
3613,Monastir,400.0
3614,Ariana,80.0
3617,Ariana,500.0
3619,Ariana,75.0
3620,Ariana,990.0
3621,Ariana,640.0
3622,Tunis,2400.0
3623,Sfax,0.0
3624,Mahdia,840.0
3628,Banlieue Nord,1300.0
3630,Bizerte,650.0
3631,Tunis,1700.0
3633,Nabeul,80.0
3636,Monastir,1.0
3637,Banlieue Nord,1600.0
3638,Gabes,300.0
3640,Nabeul,80.0
3641,Gafsa,290.0
3647,Nabeul,100.0
3648,Sousse,700.0
3649,Tunis,1300.0
3650,Nabeul,50.0
3651,Ariana,1200.0
3652,Ben arous,450.0
3653,Ariana,330.0
3655,Nabeul,70.0
3657,Banlieue Nord,2200.0
3658,Ariana,750.0
3660,Bardo,500.0
3662,Nabeul,1200.0
3663,Sousse,2000.0
3664,Ben arous,650.0
3665,Ariana,70.0
3667,Nabeul,90.0
3668,Nabeul,200.0
3670,Ariana,120.0
3671,Sfax,0.0
3672,Ben arous,800.0
3673,Ariana,600.0
3674,Monastir,250.0
3676,Ariana,430.0
3678,Ariana,900.0
3679,Ben arous,470.0
3680,Monastir,0.0
3681,Ariana,800.0
3683,Bardo,0.0
3684,Sousse,50.0
3685,Tunis,0.0
3686,Mannouba,400.0
3687,Tunis,250.0
3688,Nabeul,0.0
3689,Ben arous,0.0
3690,Mannouba,700.0
3691,Banlieue Nord,900.0
3692,Nabeul,3500.0
3693,Nabeul,120.0
3694,Tunis,500.0
3697,Tunis,600.0
3698,Monastir,250.0
3699,Ben arous,260.0
3700,Tunis,0.0
3702,Tunis,850.0
3704,Tunis,600.0
3705,Tunis,600.0
3706,Ariana,70.0
3708,Ben arous,550.0
3709,Nabeul,1450.0
3710,Ariana,850.0
3714,Mannouba,550.0
3715,Tunis,400.0
3716,Banlieue Nord,2000.0
3718,Sfax,0.0
3719,Bardo,550.0
3720,Monastir,55.0
3725,Tunis,85000.0
3726,Nabeul,530.0
3729,Sousse,100.0
3732,Sousse,350.0
3734,Sousse,0.0
3735,Ben arous,300.0
3736,Sousse,600.0
3738,Ben arous,550.0
3739,Tunis,750.0
3741,Monastir,50.0
3742,Ben arous,420.0
3743,Ariana,1200.0
3747,Tunis,950.0
3749,Ben arous,550.0
3750,Sousse,0.0
3752,Banlieue Nord,720.0
3754,Nabeul,2500.0
3755,Sousse,1200.0
3757,Sousse,500.0
3758,Monastir,450.0
3759,Ariana,750.0
3760,Sousse,800.0
3761,Mannouba,0.0
3762,Sousse,100.0
3765,Banlieue Nord,1400.0
3766,Ben arous,680.0
3770,Mannouba,0.0
3772,Banlieue Nord,1200.0
3773,Nabeul,2400.0
3776,Ariana,70.0
3777,Ben arous,750.0
3780,Ben arous,420.0
3782,Ariana,800.0
3783,Tunis,900.0
3784,Ariana,730.0
3786,Ariana,590.0
3787,Ariana,800.0
3790,Nabeul,1400.0
3791,Banlieue Nord,700.0
3793,Nabeul,40.0
3794, Sidi bouzid,0.0
3795,Tunis,550.0
3797,Ben arous,400.0
3798,Sousse,1800.0
3799,Sfax,470.0
3800,Mannouba,0.0
3804,Ariana,650.0
3805,Nabeul,100.0
3809,Sousse,630.0
3811,Tunis,780.0
3814,Sousse,450.0
3816,Mahdia,560.0
3817,Sousse,850.0
3818,Nabeul,0.0
3819,Sousse,650.0
3820,Ariana,70.0
3821,Sousse,85.0
3823,Nabeul,0.0
3826,Tunis,90.0
3827,Ariana,950.0
3828,Mannouba,500.0
3829,Monastir,0.0
3830,Sousse,0.0
3831,Tunis,2500.0
3832,Sousse,1500.0
3835,Ben arous,340.0
3836,Ben arous,380.0
3838,Mannouba,600.0
3840,Ariana,450.0
3842,Nabeul,130.0
3844,Banlieue Nord,225.0
3845,Banlieue Nord,1600.0
3848,Sfax,530.0
3849,Banlieue Nord,530.0
3850,Ariana,600.0
3851,Ariana,0.0
3853,Banlieue Nord,1900.0
3855,Nabeul,120.0
3857,Tunis,780.0
3858,Ben arous,300.0
3859,Ariana,500.0
3860,Sousse,450.0
3861,Tunis,1500.0
3862,Banlieue Nord,1000.0
3865,Ariana,300.0
3869,Banlieue Nord,1500.0
3870,Nabeul,80.0
3872,Sfax,0.0
3874,Sousse,750.0
3876,Monastir,60.0
3877,Ariana,1200.0
3880,Ariana,580.0
3881,Sousse,220.0
3882,Ariana,0.0
3883,Ariana,800.0
3884,Sousse,520.0
3885,Tunis,330.0
3886,Ariana,680.0
3887,Sousse,60.0
3890,Sousse,0.0
3893,Tunis,0.0
3895,Sousse,520.0
3896,Nabeul,210.0
3898,Ariana,1600.0
3900,Nabeul,120.0
3901,Nabeul,0.0
3905,Ben arous,600.0
3906,Monastir,0.0
3907,Ariana,1000.0
3909,Ariana,420.0
3911,Nabeul,0.0
3912,Nabeul,0.0
3913,Sousse,500.0
3917,Tunis,850.0
3918,Monastir,350.0
3920,Banlieue Nord,2700.0
3921,Monastir,500.0
3922,Monastir,0.0
3926,Ben arous,0.0
3928,Nabeul,60.0
3929,Nabeul,0.0
3930,Gafsa,50.0
3932,Mannouba,150.0
3933,Nabeul,100.0
3935,Nabeul,130.0
3936,Nabeul,1200.0
3938,Nabeul,0.0
3939,Sousse,750.0
3940,Tunis,450.0
3942,Mahdia,657.0
3943,Banlieue Nord,700.0
3945,Sousse,100.0
3946,Ariana,575.0
3947,Ariana,800.0
3950,Banlieue Nord,2300.0
3952,Monastir,60.0
3953,Sousse,350.0
3955,Ariana,850.0
3957,Gafsa,230.0
3958,Sousse,450.0
3959,Banlieue Nord,3500.0
3960,Ben arous,625.0
3961,Tunis,800.0
3962,Monastir,0.0
3963,Kairouan,300.0
3965,Tunis,1000.0
3968,Ariana,1800.0
3969,Tunis,800.0
3971,Ben arous,450.0
3974,Ariana,980.0
3978,Ben arous,100.0
3979,Monastir,400.0
3982,Banlieue Nord,2200.0
3986,Ariana,950.0
3988,Ariana,175.0
3989,Nabeul,9000.0
3990,Ariana,70.0
3991,Sousse,3000.0
3993,Nabeul,150.0
