Gouvernerat,moy
Bizerte,4.457281031703385
Banlieue Nord,13.53406588145169
Ariana,5.055146313441914
Ben arous,4.677732102691383
Bardo,5.335636722606121
Mannouba,4.322530261616556
Nabeul,6.331442605695574
Sfax,0.8162068580364124
Sousse,5.903649213904514
Mahdia,69.79002624671917
Monastir,20.96235294117647
Gabes,2.7510917030567685
Jendouba,6.641711229946524
